SAMPLE NAME,Nnet,Cnet ,ROIAREA,ROIDIAM
F1-3,0.000219789,0.308380893,0.769043,0.9895331
F1-3,-5.43423E-05,0.233145147,0.6454468,0.9065365
F1-3,0.00018897,0.439107921,0.3295898,0.6478015
F1-3,0.000189036,0.45635641,0.3295898,0.6478015
F1-3,3.16167E-05,0.303151167,0.5630493,0.8466975
F1-3,0.000498728,0.343127161,0.9887695,1.122025
F1-3,0.000357872,0.382311383,0.4257202,0.7362362
F1-3,0.000315517,0.288964842,1.029968,1.145162
F1-3,0.000240342,0.216169331,1.043701,1.152771
F1-3,0.00012053,0.164781273,1.277161,1.275199
F1-3,0.000263695,0.261578867,1.098633,1.182718
F1-3,4.10842E-06,-0.001718806,0.8926392,1.066088
F1-3,9.9065E-05,0.302187935,1.0849,1.175303
F1-3,0.000317378,0.278801777,0.7965088,1.007048
F1-3,0.000289309,0.157798706,1.263428,1.268324
F1-3,0.000318718,0.274379805,0.3707886,0.6870973
F1-3,0.00020733,0.28350937,2.005005,1.597764
F1-3,0.000175324,0.238118987,0.8377075,1.032764
F1-3,0.000134842,0.18832938,1.016235,1.137502
F1-3,0.000239766,0.117833523,2.005005,1.597764
F1-3,8.10483E-05,0.170282854,2.032471,1.608671
F1-3,0.000506901,0.115963495,0.7141113,0.953538
F1-3,0.00020123,0.127638349,0.8789063,1.057855
F1-3,0.000414597,0.103012759,3.323364,2.057046
F1-3,0.000537691,0.155877057,1.098633,1.182718
F1-3,0.000216387,-0.001999935,1.441956,1.354974
F1-3,0.000111842,0.074143611,1.496887,1.380542
F1-3,-8.14299E-05,0.215273051,0.8651733,1.049558
F1-3,2.04175E-05,0.156775119,0.4257202,0.7362362
F1-3,-0.000102253,0.131569353,0.2059937,0.512132
F1-3,4.06916E-05,0.133041912,1.716614,1.478398
F1-3,0.000485691,0.092168041,1.112366,1.190087
F1-4,0.000284155,0.239714596,1.771545,1.501866
F1-4,-1.71466E-05,0.063516522,1.524353,1.39315
F1-4,0.000128387,0.062326187,0.9338379,1.090412
F1-4,0.000248532,0.043719812,0.9750366,1.114206
F1-4,0.00031951,0.048659767,1.345825,1.309029
F1-4,0.000681565,0.043314526,1.249695,1.261412
F1-4,0.000309552,0.043259343,0.920105,1.082365
F1-4,0.000909267,0.039691767,0.9475708,1.098401
F1-4,-5.47736E-05,0.055212401,0.8789063,1.057855
F1-4,0.000171927,0.052343278,0.7415771,0.9717023
F1-4,0.00064221,0.048703556,1.139832,1.20469
F1-4,0.000344899,0.032278612,1.263428,1.268324
F1-4,0.000619358,0.039456304,0.6454468,0.9065365
F1-4,-0.000155916,0.039634172,1.194763,1.233377
F1-4,0.000871391,0.038242824,1.208496,1.240445
F1-4,2.5032E-05,0.03112464,0.5081177,0.8043354
F1-4,0.000150528,0.030959037,1.74408,1.490178
F1-4,0.000537517,0.045982461,0.453186,0.7596146
F1-4,0.000169676,0.047713321,1.661682,1.454551
F1-4,0.000597075,0.033042026,1.826477,1.524973
F1-4,-0.000109823,0.041067355,0.617981,0.8870388
F1-4,4.56698E-05,0.037867272,0.604248,0.8771274
F1-4,0.000114664,0.03301566,0.6454468,0.9065365
F1-4,0.000244458,0.027761342,1.208496,1.240445
F1-4,-2.85187E-05,0.026955811,1.263428,1.268324
F1-4,0.000815136,0.027597427,0.4257202,0.7362362
F1-4,4.52372E-05,0.026741602,0.2746582,0.5913592
F1-4,0.000633296,0.030440958,0.920105,1.082365
F1-4,3.85617E-05,0.024800626,0.6454468,0.9065365
F1-4,0.000313672,0.01647487,1.290894,1.282036
F1-4,0.000186003,0.023019971,0.7003784,0.9443249
F1-4,0.000248263,0.026139461,0.4943848,0.7933916
F1-4,0.000528468,0.026985466,1.332092,1.302333
F1-4,8.62314E-05,0.019156044,0.6866455,0.9350209
F1-4,0.000585983,0.042204627,0.8377075,1.032764
F1-4,0.000270553,0.026103924,0.9475708,1.098401
F1-4,0.000262388,0.015789786,0.9475708,1.098401
F1-4,8.89709E-05,0.016115085,0.5218506,0.8151324
F1-4,0.000160895,0.01388909,1.290894,1.282036
F1-4,0.000136221,0.025473234,0.7278442,0.962663
F1-4,0.000133609,0.026960775,0.2334595,0.5452062
F1-4,0.000158256,0.023838516,0.5081177,0.8043354
F1-4,0.000871572,0.026562646,0.5630493,0.8466975
F1-4,0.000310598,0.014902473,1.126099,1.197411
F1-4,0.000346304,0.013881996,0.7141113,0.953538
F1-4,0.000488041,0.016089246,0.5081177,0.8043354
F1-4,0.000601796,0.00940267,0.7141113,0.953538
F1-4,0.000496875,0.024239591,0.7965088,1.007048
F1-4,2.2799E-05,0.010460799,0.9613037,1.106332
F1-4,0.000626292,0.012417424,0.3845215,0.6997056
F1-4,0.000508348,0.015309081,0.5218506,0.8151324
F1-4,0.000393496,0.015113623,0.9338379,1.090412
F1-4,0.000571548,0.01796739,0.5218506,0.8151324
F1-4,0.000567125,0.021136774,0.4394531,0.7480168
F1-4,0.00094165,0.024097827,0.5355835,0.8257881
F1-4,0.000633421,0.01618487,0.6591797,0.9161297
F1-4,0.002168599,0.013072411,0.3570557,0.6742532
F1-4,0.000315255,0.014805656,0.3982544,0.7120907
F1-4,0.000817856,0.024139657,0.2609253,0.5763856
F1-4,0.000219626,0.010739739,0.5355835,0.8257881
F1-4,0.000190438,0.023256119,0.7965088,1.007048
F1-4,-0.000425593,0.010440577,0.2883911,0.6059628
F1-4,0.000389151,0.06919521,1.689148,1.466523
F1-4,0.000260768,0.061229695,0.769043,0.9895331
F1-4,0.000614147,0.065773781,0.5630493,0.8466975
F1-4,0.000325299,0.055841726,0.7141113,0.953538
F1-4,0.000308695,0.054669115,0.7553101,0.9806582
F1-4,0.00027772,0.053037197,2.911377,1.925326
F1-4,0.000183033,0.040528237,0.5493164,0.8363082
F1-4,-0.000326607,0.044049726,0.6591797,0.9161297
F1-4,-0.000139311,0.061231538,0.9475708,1.098401
F1-4,0.000223062,0.051104773,0.8239746,1.024264
F1-4,-0.000118915,0.051704314,0.4669189,0.7710381
F1-4,0.000637731,0.041957602,0.8102417,1.015693
F1-4,0.00027906,0.042962528,0.9063721,1.074257
F1-4,0.000214072,0.045634736,1.153564,1.211926
F1-4,0.00027911,0.053911054,1.373291,1.322319
F1-4,-5.10663E-06,0.037887487,1.139832,1.20469
F1-4,0.000977522,0.009273857,1.016235,1.137502
F1-4,0.000534282,0.035431057,1.208496,1.240445
F1-4,0.000152098,0.030176634,0.8514404,1.041195
F1-4,0.000121171,0.042177595,1.908875,1.558992
F1-4,0.000903997,0.028500146,1.593018,1.424181
F1-4,0.000226847,0.036009305,1.029968,1.145162
F1-4,0.000358247,0.046527068,0.9750366,1.114206
F1-4,-2.75925E-05,0.041052016,0.7827759,0.9983292
F1-4,0.000872189,0.048843004,1.002502,1.12979
F1-4,0.000275011,0.035483236,1.029968,1.145162
F1-4,0.000404979,0.042015729,0.7278442,0.962663
F1-4,0.000196607,0.035720342,0.5493164,0.8363082
F1-4,0.00072068,0.037022436,1.071167,1.167841
F1-4,0.00068501,0.038800763,0.8789063,1.057855
F1-4,0.000802456,0.028780208,0.7415771,0.9717023
F1-4,0.000146869,0.03601406,0.9475708,1.098401
F1-4,0.000346405,0.026360588,1.977539,1.586783
F1-4,0.000539625,0.022008249,1.400757,1.335477
F1-4,0.000597725,0.047892375,0.7965088,1.007048
F1-4,0.000327663,0.005059959,0.9475708,1.098401
F1-4,0.000690272,0.027662614,1.18103,1.226268
F1-4,0.000967917,0.018361784,0.6866455,0.9350209
F1-4,-0.000116114,0.034117163,0.8239746,1.024264
F1-4,0.000213671,0.031126891,0.769043,0.9895331
F1-4,0.000729846,0.021160884,0.9338379,1.090412
F1-4,0.000135734,0.02456433,0.6317139,0.8968406
F1-4,9.74861E-05,0.039698989,0.5493164,0.8363082
F1-4,0.000312225,0.032182699,0.7278442,0.962663
F1-4,0.000720901,0.018991755,1.661682,1.454551
F1-4,0.000644129,0.029523485,0.3982544,0.7120907
F1-4,0.000252856,0.028672277,0.4669189,0.7710381
F1-4,0.000173624,0.017890844,1.071167,1.167841
F1-4,0.000789668,0.019442858,0.4119873,0.7242641
F1-4,-0.000115302,0.026483921,0.4943848,0.7933916
F1-4,0.00122342,0.02413458,0.9887695,1.122025
F1-4,0.000130451,0.03322492,0.4119873,0.7242641
F1-4,0.000334815,0.01609517,1.153564,1.211926
F1-4,0.000597707,0.025079417,0.5630493,0.8466975
F1-4,0.000331215,0.017723087,1.222229,1.247474
F1-4,0.000812709,0.02303424,0.7003784,0.9443249
F1-4,-0.000210565,0.019560742,0.5218506,0.8151324
F1-4,0.000860907,0.023412287,0.769043,0.9895331
F1-4,0.000448567,0.024967279,1.263428,1.268324
F1-4,-0.000549601,0.020547481,0.2471924,0.5610126
F1-4,0.001886703,-0.001178978,0.8102417,1.015693
F1-4,0.000919616,0.022980691,1.194763,1.233377
F1-4,0.000302725,0.025838302,0.9063721,1.074257
F1-4,0.000587926,0.011714892,0.6591797,0.9161297
F1-4,0.000449117,0.012787937,0.6866455,0.9350209
F1-4,0.000358238,0.011228477,0.9063721,1.074257
F1-4,0.000363279,0.027796329,0.5081177,0.8043354
F1-4,0.000834664,0.01925231,0.920105,1.082365
F1-4,0.000256542,0.022861835,0.7278442,0.962663
F1-4,0.000204814,0.021996916,0.8514404,1.041195
F1-4,0.000492944,0.014973961,0.5630493,0.8466975
F1-4,0.000667306,0.000642833,0.302124,0.6202227
F1-4,0.00038704,0.014214681,0.3433228,0.6611596
F1-4,0.00041432,0.011438765,0.604248,0.8771274
F1-4,0.000608576,0.020651002,0.5630493,0.8466975
F1-4,0.001069529,0.022474947,0.7278442,0.962663
F1-4,0.000247114,0.008601679,0.7278442,0.962663
F1-4,-0.000425801,0.014860849,0.3158569,0.6341621
F1-4,0.000807315,0.018921166,0.5081177,0.8043354
F1-4,-0.000121151,0.013035717,0.5081177,0.8043354
F1-4,0.000208234,0.015700658,0.3845215,0.6997056
F1-4,0.001052082,0.024156429,0.3982544,0.7120907
F1-4,0.000314115,0.006915677,0.302124,0.6202227
F1-4,0.000673435,0.02444493,0.604248,0.8771274
F1-4,0.00054883,0.020898786,0.3158569,0.6341621
F1-4,0.000670312,0.020428056,0.2471924,0.5610126
F1-4,0.000659645,0.020471487,0.3982544,0.7120907
F1-4,0.000273343,0.008196798,0.2883911,0.6059628
F1-4,0.000994048,0.022555019,0.3158569,0.6341621
F1-4,7.10039E-05,0.081606899,1.496887,1.380542
F1-4,0.000152724,0.058310813,1.263428,1.268324
F1-4,0.00031695,0.027701897,0.7965088,1.007048
F1-4,-0.000147947,0.076115587,1.41449,1.342008
F1-4,0.000477878,0.067822782,2.416992,1.754255
F1-4,0.000356561,0.051074595,1.112366,1.190087
F1-4,0.000373114,0.06144346,1.593018,1.424181
F1-4,0.000220435,0.066995987,1.441956,1.354974
F1-4,4.07719E-05,0.059365545,1.400757,1.335477
F1-4,0.000242394,0.072498076,0.4257202,0.7362362
F1-4,0.000226172,0.065148461,1.496887,1.380542
F1-4,0.000206099,0.04990335,1.290894,1.282036
F1-4,6.25489E-05,0.065336104,1.167297,1.219118
F1-4,0.000171694,0.064276899,0.9887695,1.122025
F1-4,0.000433615,0.063020791,0.9338379,1.090412
F1-4,0.000442898,0.062749513,1.469421,1.367818
F1-4,0.000281453,0.05443252,0.7415771,0.9717023
F1-4,0.000253495,0.045465537,0.8789063,1.057855
F1-4,0.000217354,0.043049362,1.263428,1.268324
F1-4,0.000207209,0.118474296,0.6454468,0.9065365
F1-4,0.00048349,0.038910272,0.9750366,1.114206
F1-4,0.00020662,0.0645085,1.057434,1.160331
F1-4,0.000185412,0.068471348,0.9887695,1.122025
F1-4,0.000401694,0.028967435,1.126099,1.197411
F1-4,0.000350754,0.029484379,1.098633,1.182718
F1-4,0.000261571,0.035020315,0.604248,0.8771274
F1-4,0.000115065,0.041888149,1.139832,1.20469
F1-4,0.000755662,0.027010306,1.002502,1.12979
F1-4,0.000834087,0.011040218,0.8102417,1.015693
F1-4,0.000289251,0.02070229,0.6317139,0.8968406
F1-4,0.0004976,0.030036048,0.9887695,1.122025
F1-4,0.000615613,0.027281502,0.6591797,0.9161297
F1-4,0.000107598,0.041723463,0.920105,1.082365
F1-4,0.000596323,0.037719874,0.8926392,1.066088
F1-4,0.000557694,0.033351566,0.9887695,1.122025
F1-4,0.000280157,0.030767867,1.112366,1.190087
F1-4,0.000271361,0.026463028,1.071167,1.167841
F1-4,-0.000178791,0.028665738,0.8239746,1.024264
F1-4,0.000275335,0.025506876,1.551819,1.405645
F1-4,0.001078067,0.010523721,1.18103,1.226268
F1-4,0.000231175,0.026884941,1.318359,1.295603
F1-4,0.000463608,0.048489479,0.3982544,0.7120907
F1-4,0.000525047,0.024973581,0.7278442,0.962663
F1-4,0.000606879,0.029869743,0.5767822,0.8569608
F1-4,0.000614,0.020976297,0.5767822,0.8569608
F1-4,0.000812124,0.020640082,0.3982544,0.7120907
F1-4,0.000653884,0.029112034,0.3982544,0.7120907
F1-4,0.000392546,0.021119696,1.057434,1.160331
F1-4,0.000600118,0.012910536,0.6591797,0.9161297
F1-4,0.000435509,0.03465812,1.167297,1.219118
F1-4,0.000227126,0.038114928,1.098633,1.182718
F1-4,7.51471E-05,0.022840402,0.7003784,0.9443249
F1-4,0.000631031,0.020988797,0.3982544,0.7120907
F1-4,0.000259667,0.028169731,1.043701,1.152771
F1-4,-0.000267134,0.036146544,0.6729126,0.9256235
F1-4,0.001252732,0.023106784,0.9750366,1.114206
F1-4,0.000223851,0.052303855,0.8926392,1.066088
F1-4,0.000571608,0.022747135,1.524353,1.39315
F1-4,0.00072947,0.033497954,2.416992,1.754255
F1-4,0.000659202,0.018581459,1.098633,1.182718
F1-4,0.000132181,0.041668725,0.302124,0.6202227
F1-4,3.92045E-05,0.006830586,0.7141113,0.953538
F1-4,0.000547431,0.008516161,0.617981,0.8870388
F1-4,0.001678253,0.041110549,0.2883911,0.6059628
F1-4,0.000333823,0.021651478,0.7003784,0.9443249
F1-4,0.000958083,0.026850448,0.7278442,0.962663
F1-4,0.00055941,0.015231407,1.098633,1.182718
F1-4,0.000612344,0.022630599,0.4806519,0.7822946
F1-4,0.001104722,0.01795891,0.9063721,1.074257
F1-4,0.000741707,0.019780146,0.9613037,1.106332
F1-4,-0.000128209,0.018557339,0.5905151,0.8671027
F1-4,0.000383557,0.031566815,0.8514404,1.041195
F1-4,0.000659248,0.028547222,0.7827759,0.9983292
F1-4,0.000728739,0.009723654,1.112366,1.190087
F1-4,0.000996838,0.005658114,1.098633,1.182718
F1-4,-0.000616793,0.017075131,0.5493164,0.8363082
F1-4,0.00026992,0.015769633,1.0849,1.175303
F1-4,0.000426222,0.030356765,0.9613037,1.106332
F1-4,0.000301269,0.02729954,0.8239746,1.024264
F1-4,0.001002009,0.017869743,1.098633,1.182718
F1-4,0.000591011,0.008047452,0.4119873,0.7242641
F1-4,0.000616373,0.029828169,0.7141113,0.953538
F1-4,0.000691375,0.015533318,0.617981,0.8870388
F1-4,0.000534716,0.01637708,0.8102417,1.015693
F1-4,0.000467414,0.030597014,0.5355835,0.8257881
F1-4,-0.000228208,0.019037934,0.1785278,0.476769
F1-4,0.00064006,0.01310785,0.3707886,0.6870973
F1-4,0.000236825,0.019181561,0.5493164,0.8363082
F1-4,0.001672684,0.03384032,0.3570557,0.6742532
F1-4,0.000317614,0.01303906,1.222229,1.247474
F1-4,0.000291556,0.018623211,0.3707886,0.6870973
F1-4,0.000249462,0.003905557,0.6591797,0.9161297
F1-4,0.000620399,0.022455013,0.4669189,0.7710381
F1-4,0.000377205,0.021890139,0.2883911,0.6059628
F1-4,0.000771745,0.021031411,0.3845215,0.6997056
F1-4,0.000877257,0.020283056,0.3707886,0.6870973
F1-4,0.000563715,0.014849604,0.3433228,0.6611596
F1-4,-4.4401E-09,0.010322666,0.3158569,0.6341621
F1-4,0.000915936,0.007302172,0.3570557,0.6742532
F1-4,-0.000441014,0.014140845,0.4806519,0.7822946
F2-1,0.000233797,0.200952733,0.5905151,0.8671027
F2-1,0.000462974,0.153270503,0.8926392,1.066088
F2-1,0.000148068,0.186630385,1.112366,1.190087
F2-1,0.000336199,0.171436181,1.757813,1.496034
F2-1,0.000277263,0.334391458,1.620483,1.436406
F2-1,0.000223466,0.172975992,1.153564,1.211926
F2-1,0.000414851,0.316016682,0.8926392,1.066088
F2-1,0.000528031,0.170089616,0.8789063,1.057855
F2-1,0.000389079,0.154188324,1.002502,1.12979
F2-1,0.000427434,0.109049192,0.5905151,0.8671027
F2-1,0.000414902,0.170937056,0.4669189,0.7710381
F2-1,0.000698623,0.052867517,0.6729126,0.9256235
F2-1,0.00085879,0.103292901,0.5355835,0.8257881
F2-1,0.000464111,0.114738137,0.3570557,0.6742532
F2-1,0.000358667,0.146330085,1.387024,1.328914
F2-1,0.000601897,0.166271348,0.6729126,0.9256235
F2-1,0.000208137,0.266218743,0.4394531,0.7480168
F2-1,0.000553781,0.239013485,0.5218506,0.8151324
F2-1,0.00063589,0.11945172,1.647949,1.448528
F2-1,0.000595748,0.211365399,0.5630493,0.8466975
F2-1,0.000239817,0.112726729,0.5218506,0.8151324
F2-1,0.000394889,0.21708918,0.6454468,0.9065365
F2-1,0.00036392,0.088032729,0.6454468,0.9065365
F2-1,0.00055767,0.110443514,1.387024,1.328914
F2-1,0.000525224,0.283824604,0.6729126,0.9256235
F2-1,0.000186518,0.142737891,1.277161,1.275199
F2-1,0.00026759,0.105469793,1.139832,1.20469
F2-1,0.000188462,0.217957772,2.334595,1.724093
F2-1,0.000172522,0.239197516,2.389526,1.744259
F2-1,0.000230678,0.237587396,1.263428,1.268324
F2-1,0.000342831,0.303383066,1.551819,1.405645
F2-1,0.000385492,0.21701688,0.769043,0.9895331
F2-1,0.000198928,0.188696798,2.444458,1.764194
F2-1,0.000292813,0.417376163,0.5767822,0.8569608
F2-1,0.000228442,0.270942928,1.620483,1.436406
F2-1,0.000119054,0.186919799,0.7965088,1.007048
F2-1,0.00021334,0.276554441,0.6591797,0.9161297
F2-1,0.000181773,0.319670256,0.7141113,0.953538
F2-1,0.000128459,0.232293111,1.332092,1.302333
F2-1,0.000568894,0.315966674,0.9613037,1.106332
F2-1,0.000273174,0.247788165,0.604248,0.8771274
F2-1,0.00021918,0.298085947,0.8651733,1.049558
F2-1,0.000373041,0.136958321,1.277161,1.275199
F2-1,0.000205531,0.22077222,1.235962,1.254462
F2-1,-2.61945E-05,0.267921991,0.4119873,0.7242641
F2-1,0.0001477,0.092539245,0.6317139,0.8968406
F2-1,0.000230602,0.196952393,0.604248,0.8771274
F2-1,5.12072E-05,0.077573403,0.5493164,0.8363082
F2-1,-4.67629E-07,0.175455736,0.5493164,0.8363082
F2-1,0.00082438,0.133811558,0.7553101,0.9806582
F2-1,0.000584681,0.054677912,0.7965088,1.007048
F2-1,0.000427322,0.077748054,0.6866455,0.9350209
F2-1,0.000166807,0.078453627,0.604248,0.8771274
F2-1,0.000170526,0.162117976,0.5355835,0.8257881
F2-1,-0.000127837,0.094907322,0.8651733,1.049558
F2-1,-0.000143799,0.204284962,0.6866455,0.9350209
F2-1,0.000348607,0.074535759,0.7553101,0.9806582
F2-1,0.000164366,0.088990426,1.126099,1.197411
F2-1,0.000176371,0.234022879,0.6317139,0.8968406
F2-1,0.000539507,0.048912382,0.7003784,0.9443249
F2-1,0.000295507,0.043739142,0.769043,0.9895331
F2-1,0.000329,-0.003899453,1.373291,1.322319
F2-1,-8.00176E-05,0.069326797,0.5081177,0.8043354
F2-1,0.000118101,0.27936128,1.208496,1.240445
F2-1,0.000126993,0.420416473,1.029968,1.145162
F2-1,0.000185061,0.251303102,1.551819,1.405645
F2-1,7.63342E-05,0.194516651,1.675415,1.460549
F2-1,0.000152735,0.376150141,0.8926392,1.066088
F2-1,0.000350433,0.204689657,1.565552,1.411851
F2-1,9.81179E-05,0.208090329,0.920105,1.082365
F2-1,0.000177879,0.209393215,1.771545,1.501866
F2-1,-7.06385E-05,0.211189041,0.7827759,0.9983292
F2-1,0.000229385,0.277925556,0.8514404,1.041195
F2-1,0.000213153,0.277295141,0.7415771,0.9717023
F2-1,0.000432381,0.098310104,1.194763,1.233377
F2-1,-3.77505E-05,0.180756602,0.920105,1.082365
F2-1,-0.000106263,0.329380626,0.5218506,0.8151324
F2-1,0.000390863,0.120191703,0.7141113,0.953538
F2-1,-1.38496E-05,0.122431886,0.4257202,0.7362362
F2-1,0.000412539,0.297276859,0.5493164,0.8363082
F2-1,0.000184725,0.205963529,0.5630493,0.8466975
F2-1,0.000524664,0.063121802,0.9887695,1.122025
F2-1,0.000361921,0.155331173,1.538086,1.399411
F2-1,0.000409417,0.222053619,0.5767822,0.8569608
F2-1,0.000195467,0.202061467,0.6591797,0.9161297
F2-1,0.000152288,0.190024695,0.453186,0.7596146
F2-1,7.56638E-05,0.133286288,0.2883911,0.6059628
F2-1,0.000308377,0.066151793,0.5767822,0.8569608
F2-1,0.00024151,0.198867525,0.9750366,1.114206
F2-1,0.000459067,0.160259956,0.8514404,1.041195
F2-1,0.00036414,0.061222337,0.8514404,1.041195
F2-1,-0.000130283,0.165785221,0.617981,0.8870388
F2-1,0.000544506,0.09331013,0.7965088,1.007048
F2-1,0.000575626,0.0549943,0.617981,0.8870388
F2-1,0.00013462,0.182711879,1.167297,1.219118
F2-1,7.94708E-05,0.132172781,1.112366,1.190087
F2-1,0.000559744,0.154944686,0.6317139,0.8968406
F2-1,0.000347029,0.157053105,0.4806519,0.7822946
F2-1,0.000540058,0.105889051,0.453186,0.7596146
F2-1,7.73057E-05,0.111165695,0.4669189,0.7710381
F2-1,0.000289504,0.077194965,0.8377075,1.032764
F2-1,0.00062367,0.090962726,0.5081177,0.8043354
F2-1,0.000313726,0.11367189,0.8926392,1.066088
F2-1,0.00021215,0.186475126,0.5905151,0.8671027
F2-1,8.12131E-05,0.107319328,1.029968,1.145162
F2-1,0.000203404,0.08013316,0.7827759,0.9983292
F2-1,0.0002241,0.049496508,0.7003784,0.9443249
F2-1,0.00035835,0.102019976,1.194763,1.233377
F2-1,0.000577672,0.249221527,0.4257202,0.7362362
F2-1,0.000128426,0.142230836,0.7141113,0.953538
F2-1,5.81262E-05,0.0591058,0.4943848,0.7933916
F2-1,0.000212181,0.058489798,0.769043,0.9895331
F2-1,0.000592678,0.084087519,0.6317139,0.8968406
F2-1,-0.000106426,0.120207305,0.8789063,1.057855
F2-1,0.000773292,0.110417513,0.3845215,0.6997056
F2-1,0.000139766,0.06139678,0.6866455,0.9350209
F2-1,0.000424496,0.025083762,0.5767822,0.8569608
F2-1,0.000732957,0.044095487,0.3433228,0.6611596
F2-2,0.000471899,0.039655168,0.8514404,1.041195
F2-2,0.00032112,0.024299944,0.5905151,0.8671027
F2-2,0.000661014,0.025845121,1.455688,1.361411
F2-2,0.000428977,0.01787979,0.453186,0.7596146
F2-2,0.001043236,0.016476453,0.8789063,1.057855
F2-2,0.001381058,0.022301414,0.5630493,0.8466975
F2-2,0.000950146,0.01430677,0.4394531,0.7480168
F2-2,0.000435379,0.012086424,0.2609253,0.5763856
F2-2,0.000802457,0.014448334,0.3295898,0.6478015
F2-2,0.00071199,0.026928764,1.263428,1.268324
F2-2,0.000935629,0.016999433,0.8514404,1.041195
F2-2,0.001086564,0.031051884,0.7965088,1.007048
F2-2,0.002067656,0.018059711,0.8239746,1.024264
F2-2,0.000670995,0.019736526,1.579285,1.41803
F2-2,0.000354656,0.009560869,0.4669189,0.7710381
F2-2,0.001123556,0.01907562,0.6591797,0.9161297
F2-2,0.0007556,0.01855985,1.043701,1.152771
F2-2,0.000590033,0.014519398,1.029968,1.145162
F2-2,0.000754454,0.019288758,0.5630493,0.8466975
F2-2,0.000670458,0.018778655,0.6317139,0.8968406
F2-2,0.000936832,0.010907968,0.5905151,0.8671027
F2-4,0.000697374,0.066022356,0.9063721,1.074257
F2-4,0.000720647,0.028345662,1.029968,1.145162
F2-4,0.00081499,0.046412975,0.5081177,0.8043354
F2-4,0.000834915,0.010531303,0.7003784,0.9443249
F2-4,0.000150942,0.049244239,0.9887695,1.122025
F2-4,0.000635974,0.040420076,1.002502,1.12979
F2-4,0.00069988,0.047022136,0.4394531,0.7480168
F2-4,8.54425E-05,0.048789133,0.604248,0.8771274
F2-4,0.000127688,0.028948912,0.4394531,0.7480168
F2-4,-3.81626E-05,0.040303893,0.4943848,0.7933916
F2-4,0.000523342,0.02640664,0.4943848,0.7933916
F2-4,0.000339088,0.029932597,0.9338379,1.090412
F2-4,0.00035102,0.03697725,0.5630493,0.8466975
F2-4,0.000863998,0.02378516,0.453186,0.7596146
F2-4,0.000514698,0.037378979,1.057434,1.160331
F2-4,0.0004054,0.025976422,1.812744,1.519229
F2-4,0.000519386,0.031410527,0.3982544,0.7120907
F2-4,0.000431318,0.040250205,0.5630493,0.8466975
F2-4,0.001291856,0.040499752,0.6591797,0.9161297
F2-4,0.000456344,0.015405419,0.4806519,0.7822946
F2-4,0.000380169,0.027946385,0.8789063,1.057855
F2-4,0.000922759,0.024829332,0.5493164,0.8363082
F2-4,0.000652109,0.029119051,0.6591797,0.9161297
F2-4,0.001028499,0.027473229,0.4669189,0.7710381
F2-4,0.001130533,0.03964447,0.7553101,0.9806582
F2-4,0.000987265,0.017815604,0.7003784,0.9443249
F2-4,0.00078302,0.028994224,0.9475708,1.098401
F2-4,0.000528908,0.025571607,1.387024,1.328914
F2-4,0.000510877,0.022770291,0.5767822,0.8569608
F2-4,0.001148645,0.014553759,0.4119873,0.7242641
F2-4,0.001624157,0.020049503,0.769043,0.9895331
F2-4,0.000750994,0.015619762,1.002502,1.12979
F2-4,0.001077499,0.011913573,1.057434,1.160331
F2-4,0.000117372,0.025495091,0.4943848,0.7933916
F2-4,0.000319295,0.014273715,0.7141113,0.953538
F2-4,0.000184093,0.029856081,0.6729126,0.9256235
F2-4,0.001024349,0.024184237,0.4257202,0.7362362
F2-4,0.004855969,0.012550358,0.7141113,0.953538
F2-4,0.000728258,0.028373586,0.3707886,0.6870973
F2-4,0.00112706,0.01141929,0.5767822,0.8569608
F2-4,0.000611652,0.015441954,0.8789063,1.057855
F2-4,0.000625442,0.025607605,0.6591797,0.9161297
F2-4,0.000944666,0.019148056,0.9338379,1.090412
F2-4,0.001048364,0.005458043,0.3295898,0.6478015
F2-4,0.000527436,0.02583893,0.4119873,0.7242641
F2-4,0.000272543,0.043495436,0.3158569,0.6341621
F2-4,0.001152276,0.027771958,0.302124,0.6202227
F2-4,0.001121436,0.023845362,0.7827759,0.9983292
F2-4,0.00020127,0.018363201,0.2471924,0.5610126
F2-4,0.001800753,0.017262095,0.2471924,0.5610126
F2-4,0.000549085,0.012001534,0.7003784,0.9443249
F2-4,0.0004246,0.056526726,0.6866455,0.9350209
F2-4,0.00031838,0.056256188,0.7278442,0.962663
F2-4,0.000122842,0.065560628,1.043701,1.152771
F2-4,0.002290943,0.033463705,0.6866455,0.9350209
F2-4,0.000927382,0.050963519,0.8514404,1.041195
F2-4,0.000554078,0.051111013,1.016235,1.137502
F2-4,0.000306407,0.053192065,2.609253,1.822691
F2-4,0.000517422,0.044058449,0.9613037,1.106332
F2-4,0.00025147,0.057935191,0.6454468,0.9065365
F2-4,0.000673388,0.057226941,0.7415771,0.9717023
F2-4,0.000483468,0.035265381,0.9338379,1.090412
F2-4,0.000563034,0.030354223,0.8239746,1.024264
F2-4,0.000234928,0.04610973,0.6454468,0.9065365
F2-4,0.001196485,0.025642739,1.016235,1.137502
F2-4,0.000400468,0.042606992,1.235962,1.254462
F2-4,0.000954622,0.018333553,0.8789063,1.057855
F2-4,0.000824966,0.024617706,0.7278442,0.962663
F2-4,0.000364769,0.035728896,0.2197266,0.5289277
F2-4,0.000369267,0.032830912,1.153564,1.211926
