isotope,distance,treatment,value
n,outer,Devosia,0.000124899
n,outer,Devosia,6.78056E-05
n,outer,Devosia,0.000122044
n,outer,Devosia,0.000203151
n,outer,Devosia,0.000141932
n,outer,Devosia,0.000175187
n,outer,Devosia,8.67655E-05
n,outer,Devosia,3.72439E-05
n,outer,Devosia,0.00011838
n,outer,Devosia,0.000116554
n,outer,Devosia,0.000115229
n,outer,Devosia,0.00012512
n,outer,Devosia,0.000116379
n,outer,Devosia,0.000187139
n,outer,Devosia,0.000247761
n,outer,Devosia,0.000111958
n,outer,Devosia,0.00010352
n,outer,Devosia,0.000213449
n,outer,Devosia,0.000144311
n,outer,Devosia,0.000129767
n,outer,Devosia,0.000179137
n,outer,Devosia,0.000227702
n,outer,Devosia,0.000479972
n,outer,Devosia,0.000126644
n,outer,Devosia,6.39711E-05
n,outer,Devosia,0.000159143
n,outer,Devosia,0.000207643
n,outer,Devosia,0.000236182
n,outer,Devosia,0.00034793
n,outer,Devosia,0.000221465
n,outer,Devosia,0.000234555
n,outer,Devosia,0.000105008
n,outer,Devosia,0.00043928
n,outer,Devosia,0.00020009
n,outer,Devosia,0.0005411
n,outer,Devosia,0.000340091
n,outer,Devosia,0.00029744
n,outer,Devosia,-4.41055E-05
n,outer,Devosia,0.000147003
n,outer,Devosia,0.000237413
n,outer,Devosia,0.00010544
n,outer,Devosia,-7.81452E-05
n,outer,Devosia,0.000192718
n,outer,Devosia,0.000333783
n,outer,Devosia,6.73072E-05
n,outer,Devosia,-8.18497E-05
n,outer,Devosia,4.63148E-05
n,outer,Devosia,0.000246469
n,outer,Devosia,0.000175135
n,outer,Devosia,0.000130807
n,outer,Devosia,0.000222354
n,outer,Devosia,0.000178308
n,outer,Devosia,0.000123432
n,outer,Devosia,0.000360819
n,outer,Devosia,9.96821E-05
n,outer,Devosia,0.000166384
n,outer,Devosia,3.34293E-05
n,outer,Devosia,0.000184259
n,outer,Devosia,0.000201222
n,outer,Devosia,0.000116324
n,outer,Devosia,0.000156587
n,outer,Devosia,-0.000107852
n,outer,Devosia,1.65979E-05
n,outer,Devosia,8.00501E-05
n,outer,Devosia,0.000127241
n,outer,Devosia,0.000208116
n,outer,Devosia,2.52421E-06
n,outer,Devosia,0.000250588
n,outer,Devosia,-1.77401E-05
n,outer,Devosia,0.000341253
n,outer,Devosia,0.000248366
n,outer,Devosia,0.000370824
n,outer,Devosia,0.000301738
n,outer,Devosia,0.000414576
n,outer,Devosia,0.00021152
n,outer,Devosia,0.000273601
n,outer,Devosia,-6.37318E-05
n,outer,Devosia,0.000181025
n,outer,Devosia,-7.78456E-05
n,outer,Devosia,-2.44212E-05
n,outer,Devosia,0.000349545
n,outer,Devosia,0.000581068
n,outer,Devosia,6.81106E-05
n,outer,Devosia,-4.09375E-05
n,outer,Devosia,0.000219789
n,outer,Devosia,-5.43423E-05
n,outer,Devosia,0.00018897
n,outer,Devosia,0.000189036
n,outer,Devosia,3.16167E-05
n,outer,Devosia,0.000498728
n,outer,Devosia,0.000357872
n,outer,Devosia,0.000315517
n,outer,Devosia,0.000240342
n,outer,Devosia,0.00012053
n,outer,Devosia,0.000263695
n,outer,Devosia,4.10842E-06
n,outer,Devosia,9.9065E-05
n,outer,Devosia,0.000317378
n,outer,Devosia,0.000289309
n,outer,Devosia,0.000318718
n,outer,Devosia,0.00020733
n,outer,Devosia,0.000175324
n,outer,Devosia,0.000134842
n,outer,Devosia,0.000239766
n,outer,Devosia,8.10483E-05
n,outer,Devosia,0.000506901
n,outer,Devosia,0.00020123
n,outer,Devosia,0.000414597
n,outer,Devosia,0.000537691
n,outer,Devosia,0.000216387
n,outer,Devosia,0.000111842
n,outer,Devosia,-8.14299E-05
n,outer,Devosia,2.04175E-05
n,outer,Devosia,-0.000102253
n,outer,Devosia,4.06916E-05
n,outer,Devosia,0.000485691
n,outer,Devosia,0.000284155
n,outer,Devosia,-1.71466E-05
n,outer,Devosia,0.000128387
n,outer,Devosia,0.000248532
n,outer,Devosia,0.00031951
n,outer,Devosia,0.000681565
n,outer,Devosia,0.000309552
n,outer,Devosia,0.000909267
n,outer,Devosia,-5.47736E-05
n,outer,Devosia,0.000171927
n,outer,Devosia,0.00064221
n,outer,Devosia,0.000344899
n,outer,Devosia,0.000619358
n,outer,Devosia,-0.000155916
n,outer,Devosia,0.000871391
n,outer,Devosia,2.5032E-05
n,outer,Devosia,0.000150528
n,outer,Devosia,0.000537517
n,outer,Devosia,0.000169676
n,outer,Devosia,0.000597075
n,outer,Devosia,-0.000109823
n,outer,Devosia,4.56698E-05
n,outer,Devosia,0.000114664
n,outer,Devosia,0.000244458
n,outer,Devosia,-2.85187E-05
n,outer,Devosia,0.000815136
n,outer,Devosia,4.52372E-05
n,outer,Devosia,0.000633296
n,outer,Devosia,3.85617E-05
n,outer,Devosia,0.000313672
n,outer,Devosia,0.000186003
n,outer,Devosia,0.000248263
n,outer,Devosia,0.000528468
n,outer,Devosia,8.62314E-05
n,outer,Devosia,0.000585983
n,outer,Devosia,0.000270553
n,outer,Devosia,0.000262388
n,outer,Devosia,8.89709E-05
n,outer,Devosia,0.000160895
n,outer,Devosia,0.000136221
n,outer,Devosia,0.000133609
n,outer,Devosia,0.000158256
n,outer,Devosia,0.000871572
n,outer,Devosia,0.000310598
n,outer,Devosia,0.000346304
n,outer,Devosia,0.000488041
n,outer,Devosia,0.000601796
n,outer,Devosia,0.000496875
n,outer,Devosia,2.2799E-05
n,outer,Devosia,0.000626292
n,outer,Devosia,0.000508348
n,outer,Devosia,0.000393496
n,outer,Devosia,0.000571548
n,outer,Devosia,0.000567125
n,outer,Devosia,0.00094165
n,outer,Devosia,0.000633421
n,outer,Devosia,0.002168599
n,outer,Devosia,0.000315255
n,outer,Devosia,0.000817856
n,outer,Devosia,0.000219626
n,outer,Devosia,0.000190438
n,outer,Devosia,-0.000425593
n,outer,Devosia,0.000389151
n,outer,Devosia,0.000260768
n,outer,Devosia,0.000614147
n,outer,Devosia,0.000325299
n,outer,Devosia,0.000308695
n,outer,Devosia,0.00027772
n,outer,Devosia,0.000183033
n,outer,Devosia,-0.000326607
n,outer,Devosia,-0.000139311
n,outer,Devosia,0.000223062
n,outer,Devosia,-0.000118915
n,outer,Devosia,0.000637731
n,outer,Devosia,0.00027906
n,outer,Devosia,0.000214072
n,outer,Devosia,0.00027911
n,outer,Devosia,-5.10663E-06
n,outer,Devosia,0.000977522
n,outer,Devosia,0.000534282
n,outer,Devosia,0.000152098
n,outer,Devosia,0.000121171
n,outer,Devosia,0.000903997
n,outer,Devosia,0.000226847
n,outer,Devosia,0.000358247
n,outer,Devosia,-2.75925E-05
n,outer,Devosia,0.000872189
n,outer,Devosia,0.000275011
n,outer,Devosia,0.000404979
n,outer,Devosia,0.000196607
n,outer,Devosia,0.00072068
n,outer,Devosia,0.00068501
n,outer,Devosia,0.000802456
n,outer,Devosia,0.000146869
n,outer,Devosia,0.000346405
n,outer,Devosia,0.000539625
n,outer,Devosia,0.000597725
n,outer,Devosia,0.000327663
n,outer,Devosia,0.000690272
n,outer,Devosia,0.000967917
n,outer,Devosia,-0.000116114
n,outer,Devosia,0.000213671
n,outer,Devosia,0.000729846
n,outer,Devosia,0.000135734
n,outer,Devosia,9.74861E-05
n,outer,Devosia,0.000312225
n,outer,Devosia,0.000720901
n,outer,Devosia,0.000644129
n,outer,Devosia,0.000252856
n,outer,Devosia,0.000173624
n,outer,Devosia,0.000789668
n,outer,Devosia,-0.000115302
n,outer,Devosia,0.00122342
n,outer,Devosia,0.000130451
n,outer,Devosia,0.000334815
n,outer,Devosia,0.000597707
n,outer,Devosia,0.000331215
n,outer,Devosia,0.000812709
n,outer,Devosia,-0.000210565
n,outer,Devosia,0.000860907
n,outer,Devosia,0.000448567
n,outer,Devosia,-0.000549601
n,outer,Devosia,0.001886703
n,outer,Devosia,0.000919616
n,outer,Devosia,0.000302725
n,outer,Devosia,0.000587926
n,outer,Devosia,0.000449117
n,outer,Devosia,0.000358238
n,outer,Devosia,0.000363279
n,outer,Devosia,0.000834664
n,outer,Devosia,0.000256542
n,outer,Devosia,0.000204814
n,outer,Devosia,0.000492944
n,outer,Devosia,0.000667306
n,outer,Devosia,0.00038704
n,outer,Devosia,0.00041432
n,outer,Devosia,0.000608576
n,outer,Devosia,0.001069529
n,outer,Devosia,0.000247114
n,outer,Devosia,-0.000425801
n,outer,Devosia,0.000807315
n,outer,Devosia,-0.000121151
n,outer,Devosia,0.000208234
n,outer,Devosia,0.001052082
n,outer,Devosia,0.000314115
n,outer,Devosia,0.000673435
n,outer,Devosia,0.00054883
n,outer,Devosia,0.000670312
n,outer,Devosia,0.000659645
n,outer,Devosia,0.000273343
n,outer,Devosia,0.000994048
n,outer,Devosia,7.10039E-05
n,outer,Devosia,0.000152724
n,outer,Devosia,0.00031695
n,outer,Devosia,-0.000147947
n,outer,Devosia,0.000477878
n,outer,Devosia,0.000356561
n,outer,Devosia,0.000373114
n,outer,Devosia,0.000220435
n,outer,Devosia,4.07719E-05
n,outer,Devosia,0.000242394
n,outer,Devosia,0.000226172
n,outer,Devosia,0.000206099
n,outer,Devosia,6.25489E-05
n,outer,Devosia,0.000171694
n,outer,Devosia,0.000433615
n,outer,Devosia,0.000442898
n,outer,Devosia,0.000281453
n,outer,Devosia,0.000253495
n,outer,Devosia,0.000217354
n,outer,Devosia,0.000207209
n,outer,Devosia,0.00048349
n,outer,Devosia,0.00020662
n,outer,Devosia,0.000185412
n,outer,Devosia,0.000401694
n,outer,Devosia,0.000350754
n,outer,Devosia,0.000261571
n,outer,Devosia,0.000115065
n,outer,Devosia,0.000755662
n,outer,Devosia,0.000834087
n,outer,Devosia,0.000289251
n,outer,Devosia,0.0004976
n,outer,Devosia,0.000615613
n,outer,Devosia,0.000107598
n,outer,Devosia,0.000596323
n,outer,Devosia,0.000557694
n,outer,Devosia,0.000280157
n,outer,Devosia,0.000271361
n,outer,Devosia,-0.000178791
n,outer,Devosia,0.000275335
n,outer,Devosia,0.001078067
n,outer,Devosia,0.000231175
n,outer,Devosia,0.000463608
n,outer,Alcanivorax,0.000166589
n,outer,Alcanivorax,0.000183325
n,outer,Alcanivorax,0.000145762
n,outer,Alcanivorax,0.0002377
n,outer,Alcanivorax,5.75325E-05
n,outer,Alcanivorax,0.000198607
n,outer,Alcanivorax,1.78489E-05
n,outer,Alcanivorax,9.84959E-05
n,outer,Alcanivorax,0.000503148
n,outer,Alcanivorax,1.12159E-05
n,outer,Alcanivorax,1.0193E-05
n,outer,Alcanivorax,-3.26966E-05
n,outer,Alcanivorax,0.000199287
n,outer,Alcanivorax,9.95173E-05
n,outer,Alcanivorax,0.000186215
n,outer,Alcanivorax,-0.000254511
n,outer,Alcanivorax,4.12272E-05
n,outer,Alcanivorax,0.000221641
n,outer,Alcanivorax,0.000154245
n,outer,Alcanivorax,0.000365104
n,outer,Alcanivorax,-0.000109535
n,outer,Alcanivorax,0.000489696
n,outer,Alcanivorax,0.000287542
n,outer,Alcanivorax,0.000290534
n,outer,Alcanivorax,-8.75833E-05
n,outer,Alcanivorax,-0.000402389
n,outer,Alcanivorax,0.000107037
n,outer,Alcanivorax,2.60315E-05
n,outer,Alcanivorax,3.4919E-05
n,outer,Alcanivorax,0.000476746
n,outer,Alcanivorax,0.000265544
n,outer,Alcanivorax,-0.00040523
n,outer,Alcanivorax,0.000386352
n,outer,Alcanivorax,0.000657527
n,outer,Alcanivorax,0.000327094
n,outer,Alcanivorax,-0.000184802
n,outer,Alcanivorax,-9.94347E-05
n,outer,Alcanivorax,0.000236973
n,outer,Alcanivorax,0.000113666
n,outer,Alcanivorax,0.000138043
n,outer,Alcanivorax,0.000518092
n,outer,Alcanivorax,0.000228817
n,outer,Alcanivorax,3.23242E-05
n,outer,Alcanivorax,0.000132532
n,outer,Alcanivorax,0.00016308
n,outer,Alcanivorax,0.000451652
n,outer,Alcanivorax,0.000429472
n,outer,Alcanivorax,0.000604948
n,outer,Alcanivorax,0.000255179
n,outer,Alcanivorax,0.000559289
n,outer,Alcanivorax,0.000539989
n,outer,Alcanivorax,0.000501793
n,outer,Alcanivorax,0.000935382
n,outer,Alcanivorax,0.000569789
n,outer,Alcanivorax,0.000336197
n,outer,Alcanivorax,-0.000197846
n,outer,Alcanivorax,0.000186243
n,outer,Alcanivorax,3.91327E-05
n,outer,Alcanivorax,0.000594424
n,outer,Alcanivorax,-0.000340607
n,outer,Alcanivorax,0.00042241
n,outer,Alcanivorax,0.000275973
n,outer,Alcanivorax,0.000579299
n,outer,Alcanivorax,0.000270689
n,outer,Alcanivorax,0.000368165
n,outer,Alcanivorax,0.00042424
n,outer,Alcanivorax,0.000472591
n,outer,Alcanivorax,0.000169154
n,outer,Alcanivorax,0.000442114
n,outer,Alcanivorax,0.000303531
n,outer,Alcanivorax,0.000430982
n,outer,Alcanivorax,0.000200108
n,outer,Alcanivorax,0.000488557
n,outer,Alcanivorax,0.000578154
n,outer,Alcanivorax,0.001009254
n,outer,Alcanivorax,0.000293941
n,outer,Alcanivorax,0.000408025
n,outer,Alcanivorax,0.000135111
n,outer,Alcanivorax,0.000174439
n,outer,Alcanivorax,0.000335673
n,outer,Alcanivorax,0.000134436
n,outer,Alcanivorax,0.001517317
n,outer,Alcanivorax,0.000172362
n,outer,Alcanivorax,0.002064919
n,outer,Alcanivorax,0.000466317
n,outer,Alcanivorax,0.00022607
n,outer,Alcanivorax,0.000380791
n,outer,Alcanivorax,8.47968E-05
n,outer,Alcanivorax,-1.62385E-05
n,outer,Alcanivorax,5.72902E-05
n,outer,Alcanivorax,0.000999805
n,outer,Alcanivorax,0.000329679
n,outer,Alcanivorax,0.000307313
n,outer,Alcanivorax,0.000202373
n,outer,Alcanivorax,-0.000341316
n,outer,Alcanivorax,0.000463703
n,outer,Alcanivorax,0.00043823
n,outer,Alcanivorax,0.00013199
n,outer,Alcanivorax,0.000213468
n,outer,Alcanivorax,6.22292E-05
n,outer,Alcanivorax,0.000396665
n,outer,Alcanivorax,6.35095E-05
n,outer,Alcanivorax,0.001981824
n,outer,Alcanivorax,0.000201466
n,outer,Alcanivorax,0.00045348
n,outer,Alcanivorax,0.000162652
n,outer,Alcanivorax,0.000390331
n,outer,Alcanivorax,0.000230387
n,outer,Alcanivorax,8.24002E-05
n,outer,Alcanivorax,0.000335637
n,outer,Alcanivorax,0.0003912
n,outer,Alcanivorax,0.000595247
n,outer,Alcanivorax,0.000330111
n,outer,Alcanivorax,5.59544E-05
n,outer,Alcanivorax,0.000136318
n,outer,Alcanivorax,0.000540188
n,outer,Alcanivorax,0.000241248
n,outer,Alcanivorax,0.000384146
n,outer,Alcanivorax,0.000442682
n,outer,Alcanivorax,0.000536712
n,outer,Alcanivorax,0.000538681
n,outer,Alcanivorax,0.000603976
n,outer,Alcanivorax,0.00096743
n,outer,Alcanivorax,-1.27538E-05
n,outer,Alcanivorax,-5.31085E-05
n,outer,Alcanivorax,0.00036265
n,outer,Alcanivorax,0.00046909
n,outer,Alcanivorax,0.00022337
n,outer,Alcanivorax,0.000354512
n,outer,Alcanivorax,0.000161568
n,outer,Alcanivorax,0.000470859
n,outer,Alcanivorax,5.5276E-05
n,outer,Alcanivorax,0.000364408
n,outer,Alcanivorax,-4.39527E-05
n,outer,Alcanivorax,0.000664907
n,outer,Alcanivorax,0.000238425
n,outer,Alcanivorax,-0.000256333
n,outer,Alcanivorax,0.000524074
n,outer,Alcanivorax,0.000514187
n,outer,Alcanivorax,0.000120579
n,outer,Alcanivorax,0.00015334
n,outer,Alcanivorax,0.000222882
n,outer,Alcanivorax,0.000298982
n,outer,Alcanivorax,5.68811E-06
n,outer,Alcanivorax,0.000178945
n,outer,Alcanivorax,0.00028058
n,outer,Alcanivorax,0.000343529
n,outer,Alcanivorax,0.000485841
n,outer,Alcanivorax,-0.000202915
n,outer,Alcanivorax,0.001386955
n,outer,Alcanivorax,0.000212324
n,outer,Alcanivorax,0.00027779
n,outer,Alcanivorax,0.000321953
n,outer,Alcanivorax,-3.5307E-05
n,outer,Alcanivorax,9.93077E-05
n,outer,Alcanivorax,0.0005885
n,outer,Alcanivorax,0.00076647
n,outer,Alcanivorax,7.14232E-05
n,outer,Alcanivorax,0.00050717
n,outer,Alcanivorax,-0.00034379
n,outer,Alcanivorax,0.000876159
n,outer,Alcanivorax,6.15187E-05
n,outer,Alcanivorax,9.97093E-05
n,outer,Alcanivorax,0.000161473
n,outer,Alcanivorax,0.000507859
n,outer,Alcanivorax,0.000669329
n,outer,Alcanivorax,0.000256703
n,outer,Alcanivorax,0.000383058
n,outer,Alcanivorax,0.000729909
n,outer,Alcanivorax,0.000847526
n,outer,Alcanivorax,0.001432501
n,outer,Alcanivorax,0.000301123
n,outer,Alcanivorax,0.000968334
n,outer,Alcanivorax,0.000320719
n,outer,Alcanivorax,0.000306196
n,outer,Alcanivorax,0.000549568
n,outer,Alcanivorax,0.000555929
n,outer,Alcanivorax,0.00054296
n,outer,Alcanivorax,0.000707886
n,outer,Alcanivorax,0.000257756
n,outer,Alcanivorax,8.61811E-05
n,outer,Alcanivorax,0.000456283
n,outer,Alcanivorax,0.000818454
n,outer,Alcanivorax,0.000318873
n,outer,Alcanivorax,0.000661461
n,outer,Alcanivorax,-0.000105489
n,outer,Alcanivorax,0.002213718
n,outer,Alcanivorax,0.000230035
n,outer,Alcanivorax,0.000213922
n,outer,Alcanivorax,0.000444097
n,outer,Alcanivorax,0.000261273
n,outer,Alcanivorax,0.000155165
n,outer,Alcanivorax,4.53373E-05
n,outer,Alcanivorax,0.000121838
n,outer,Alcanivorax,1.52832E-05
n,outer,Alcanivorax,-2.9601E-05
n,outer,Alcanivorax,6.05795E-05
n,outer,Alcanivorax,-1.48426E-05
n,outer,Alcanivorax,6.45538E-05
n,outer,Alcanivorax,0.000356507
n,outer,Alcanivorax,0.000139937
n,outer,Alcanivorax,0.000289084
n,outer,Alcanivorax,0.000283138
n,outer,Alcanivorax,0.000259752
n,outer,Alcanivorax,-6.21344E-05
n,outer,Alcanivorax,4.15901E-06
n,outer,Alcanivorax,0.000181031
n,outer,Alcanivorax,8.36058E-05
n,outer,Alcanivorax,0.00019377
n,outer,Alcanivorax,0.000173377
n,outer,Alcanivorax,4.97104E-05
n,outer,Alcanivorax,0.000124731
n,outer,Alcanivorax,0.000258244
n,outer,Alcanivorax,0.000283658
n,outer,Alcanivorax,0.0002691
n,outer,Alcanivorax,0.000174923
n,outer,Alcanivorax,9.40907E-05
n,outer,Alcanivorax,0.000141103
n,outer,Alcanivorax,0.00016585
n,outer,Alcanivorax,0.000113704
n,outer,Alcanivorax,0.0003211
n,outer,Alcanivorax,0.000173268
n,outer,Alcanivorax,5.53155E-05
n,outer,Alcanivorax,0.000183533
n,outer,Alcanivorax,-0.000246555
n,outer,Alcanivorax,-9.47209E-06
n,outer,Alcanivorax,0.000184286
n,outer,Alcanivorax,9.12484E-05
n,outer,Alcanivorax,0.00020538
n,outer,Alcanivorax,-3.91034E-05
n,outer,Alcanivorax,0.000207801
n,outer,Alcanivorax,9.93725E-05
n,outer,Alcanivorax,0.000126093
n,outer,Alcanivorax,0.000367599
n,outer,Alcanivorax,9.51386E-05
n,outer,Alcanivorax,0.000260933
n,outer,Alcanivorax,-3.25681E-06
n,outer,Alcanivorax,0.00012836
n,outer,Alcanivorax,0.000276547
n,outer,Alcanivorax,0.00023207
n,outer,Alcanivorax,0.000135564
n,outer,Alcanivorax,0.000256071
n,outer,Alcanivorax,0.000162204
n,outer,Alcanivorax,-6.27103E-05
n,outer,Alcanivorax,9.7552E-05
n,outer,Alcanivorax,0.000219456
n,outer,Alcanivorax,6.71785E-05
n,outer,Alcanivorax,0.00016403
n,outer,Alcanivorax,7.8909E-05
n,outer,Alcanivorax,0.000145912
n,outer,Alcanivorax,-3.09087E-05
n,outer,Alcanivorax,0.000175316
n,outer,Alcanivorax,4.09735E-05
n,outer,Alcanivorax,8.69444E-05
n,outer,Alcanivorax,0.000270546
n,outer,Alcanivorax,0.000218705
n,outer,Alcanivorax,0.000166115
n,outer,Alcanivorax,0.000203566
n,outer,Alcanivorax,7.15025E-05
n,outer,Alcanivorax,0.000169492
n,outer,Alcanivorax,0.000167028
n,outer,Alcanivorax,8.79263E-05
n,outer,Alcanivorax,0.000184788
n,outer,Alcanivorax,0.000198737
n,outer,Alcanivorax,0.000290058
n,outer,Alcanivorax,0.000124002
n,outer,Alcanivorax,0.000130453
n,outer,Alcanivorax,0.000111592
n,outer,Alcanivorax,0.000152964
n,outer,Alcanivorax,0.000293516
n,outer,Alcanivorax,0.000154211
n,outer,Alcanivorax,7.493E-05
n,outer,Alcanivorax,0.000210723
n,outer,Alcanivorax,0.000210837
n,outer,Alcanivorax,0.000189898
n,outer,Alcanivorax,8.96217E-05
n,outer,Alcanivorax,-7.09342E-05
n,outer,Alcanivorax,7.95381E-05
n,outer,Alcanivorax,0.000228528
n,outer,Alcanivorax,0.000115876
n,outer,Alcanivorax,0.000176632
n,outer,Alcanivorax,0.000429792
n,outer,Alcanivorax,0.000212591
n,outer,Alcanivorax,0.000222937
n,outer,Alcanivorax,9.50801E-05
n,outer,Alcanivorax,0.000201254
n,outer,Alcanivorax,0.000158473
n,outer,Alcanivorax,7.60451E-05
n,outer,Alcanivorax,0.000206262
n,outer,Alcanivorax,0.000130742
n,outer,Alcanivorax,0.000104838
n,outer,Alcanivorax,9.23241E-05
n,outer,Alcanivorax,2.9921E-05
n,outer,Marinobacter,0.000525047
n,outer,Marinobacter,0.000606879
n,outer,Marinobacter,0.000614
n,outer,Marinobacter,0.000812124
n,outer,Marinobacter,0.000653884
n,outer,Marinobacter,0.000392546
n,outer,Marinobacter,0.000600118
n,outer,Marinobacter,0.000435509
n,outer,Marinobacter,0.000227126
n,outer,Marinobacter,7.51471E-05
n,outer,Marinobacter,0.000631031
n,outer,Marinobacter,0.000259667
n,outer,Marinobacter,-0.000267134
n,outer,Marinobacter,0.001252732
n,outer,Marinobacter,0.000223851
n,outer,Marinobacter,0.000571608
n,outer,Marinobacter,0.00072947
n,outer,Marinobacter,0.000659202
n,outer,Marinobacter,0.000132181
n,outer,Marinobacter,3.92045E-05
n,outer,Marinobacter,0.000547431
n,outer,Marinobacter,0.001678253
n,outer,Marinobacter,0.000333823
n,outer,Marinobacter,0.000958083
n,outer,Marinobacter,0.00055941
n,outer,Marinobacter,0.000612344
n,outer,Marinobacter,0.001104722
n,outer,Marinobacter,0.000741707
n,outer,Marinobacter,-0.000128209
n,outer,Marinobacter,0.000383557
n,outer,Marinobacter,0.000659248
n,outer,Marinobacter,0.000728739
n,outer,Marinobacter,0.000996838
n,outer,Marinobacter,-0.000616793
n,outer,Marinobacter,0.00026992
n,outer,Marinobacter,0.000426222
n,outer,Marinobacter,0.000301269
n,outer,Marinobacter,0.001002009
n,outer,Marinobacter,0.000591011
n,outer,Marinobacter,0.000616373
n,outer,Marinobacter,0.000691375
n,outer,Marinobacter,0.000534716
n,outer,Marinobacter,0.000467414
n,outer,Marinobacter,-0.000228208
n,outer,Marinobacter,0.00064006
n,outer,Marinobacter,0.000236825
n,outer,Marinobacter,0.001672684
n,outer,Marinobacter,0.000317614
n,outer,Marinobacter,0.000291556
n,outer,Marinobacter,0.000249462
n,outer,Marinobacter,0.000620399
n,outer,Marinobacter,0.000377205
n,outer,Marinobacter,0.000771745
n,outer,Marinobacter,0.000877257
n,outer,Marinobacter,0.000563715
n,outer,Marinobacter,-4.4401E-09
n,outer,Marinobacter,0.000915936
n,outer,Marinobacter,-0.000441014
n,outer,Marinobacter,0.000233797
n,outer,Marinobacter,0.000462974
n,outer,Marinobacter,0.000148068
n,outer,Marinobacter,0.000336199
n,outer,Marinobacter,0.000277263
n,outer,Marinobacter,0.000223466
n,outer,Marinobacter,0.000414851
n,outer,Marinobacter,0.000528031
n,outer,Marinobacter,0.000389079
n,outer,Marinobacter,0.000427434
n,outer,Marinobacter,0.000414902
n,outer,Marinobacter,0.000698623
n,outer,Marinobacter,0.00085879
n,outer,Marinobacter,0.000464111
n,outer,Marinobacter,0.000358667
n,outer,Marinobacter,0.000601897
n,outer,Marinobacter,0.000208137
n,outer,Marinobacter,0.000553781
n,outer,Marinobacter,0.00063589
n,outer,Marinobacter,0.000595748
n,outer,Marinobacter,0.000239817
n,outer,Marinobacter,0.000394889
n,outer,Marinobacter,0.00036392
n,outer,Marinobacter,0.00055767
n,outer,Marinobacter,0.000525224
n,outer,Marinobacter,0.000186518
n,outer,Marinobacter,0.00026759
n,outer,Marinobacter,0.000188462
n,outer,Marinobacter,0.000172522
n,outer,Marinobacter,0.000230678
n,outer,Marinobacter,0.000342831
n,outer,Marinobacter,0.000385492
n,outer,none,0.000198928
n,outer,none,0.000292813
n,outer,none,0.000228442
n,outer,none,0.000119054
n,outer,none,0.00021334
n,outer,none,0.000181773
n,outer,none,0.000128459
n,outer,none,0.000568894
n,outer,none,0.000273174
n,outer,none,0.00021918
n,outer,none,0.000373041
n,outer,none,0.000205531
n,outer,none,-2.61945E-05
n,outer,none,0.0001477
n,outer,none,0.000230602
n,outer,none,5.12072E-05
n,outer,none,-4.67629E-07
n,outer,none,0.00082438
n,outer,none,0.000584681
n,outer,none,0.000427322
n,outer,none,0.000166807
n,outer,none,0.000170526
n,outer,none,-0.000127837
n,outer,none,-0.000143799
n,outer,none,0.000348607
n,outer,none,0.000164366
n,outer,none,0.000176371
n,outer,none,0.000539507
n,outer,none,0.000295507
n,outer,none,0.000329
n,outer,none,-8.00176E-05
n,outer,none,0.000118101
n,outer,none,0.000126993
n,outer,none,0.000185061
n,outer,none,7.63342E-05
n,outer,none,0.000152735
n,outer,none,0.000350433
n,outer,none,9.81179E-05
n,outer,none,0.000177879
n,outer,none,-7.06385E-05
n,outer,none,0.000229385
n,outer,none,0.000213153
n,outer,none,0.000432381
n,outer,none,-3.77505E-05
n,outer,none,-0.000106263
n,outer,none,0.000390863
n,outer,none,-1.38496E-05
n,outer,none,0.000412539
n,outer,none,0.000184725
n,outer,none,0.000524664
n,outer,none,0.000361921
n,outer,none,0.000409417
n,outer,none,0.000195467
n,outer,none,0.000152288
n,outer,none,7.56638E-05
n,outer,none,0.000308377
n,outer,none,0.00024151
n,outer,none,0.000459067
n,outer,none,0.00036414
n,outer,none,-0.000130283
n,outer,none,0.000544506
n,outer,none,0.000575626
n,outer,none,0.00013462
n,outer,none,7.94708E-05
n,outer,none,0.000559744
n,outer,none,0.000347029
n,outer,none,0.000540058
n,outer,none,7.73057E-05
n,outer,none,0.000289504
n,outer,none,0.00062367
n,outer,none,0.000313726
n,outer,none,0.00021215
n,outer,none,8.12131E-05
n,outer,none,0.000203404
n,outer,none,0.0002241
n,outer,none,0.00035835
n,outer,none,0.000577672
n,outer,none,0.000128426
n,outer,none,5.81262E-05
n,outer,none,0.000212181
n,outer,none,0.000592678
n,outer,none,-0.000106426
n,outer,none,0.000773292
n,outer,none,0.000139766
n,outer,none,0.000424496
n,outer,none,0.000732957
n,outer,none,0.000471899
n,outer,none,0.00032112
n,outer,none,0.000661014
n,outer,none,0.000428977
n,outer,none,0.001043236
n,outer,none,0.001381058
n,outer,none,0.000950146
n,outer,none,0.000435379
n,outer,none,0.000802457
n,outer,none,0.00071199
n,outer,none,0.000935629
n,outer,none,0.001086564
n,outer,none,0.002067656
n,outer,none,0.000670995
n,outer,none,0.000354656
n,outer,none,0.001123556
n,outer,none,0.0007556
n,outer,none,0.000590033
n,outer,none,0.000754454
n,outer,none,0.000670458
n,outer,none,0.000936832
n,outer,none,0.000697374
n,outer,none,0.000720647
n,outer,none,0.00081499
n,outer,none,0.000834915
n,outer,none,0.000150942
n,outer,none,0.000635974
n,outer,none,0.00069988
n,outer,none,8.54425E-05
n,outer,none,0.000127688
