isotope,distance,treatment,value
c,inner,Devosia,0.263405732
c,inner,Devosia,0.291276247
c,inner,Devosia,0.212351925
c,inner,Devosia,0.290297351
c,inner,Devosia,0.223439006
c,inner,Devosia,0.202157761
c,inner,Devosia,0.353246288
c,inner,Devosia,0.42523887
c,inner,Devosia,0.354845845
c,inner,Devosia,0.279881399
c,inner,Devosia,0.219870594
c,inner,Devosia,0.292598178
c,inner,Devosia,0.169710873
c,inner,Devosia,0.223507904
c,inner,Devosia,0.410946148
c,inner,Devosia,0.367569225
c,inner,Devosia,0.191711088
c,inner,Devosia,0.235261405
c,inner,Devosia,0.193147633
c,inner,Devosia,0.397420321
c,inner,Devosia,0.560626459
c,inner,Devosia,0.345463756
c,inner,Devosia,0.15628191
c,inner,Devosia,0.467969845
c,inner,Devosia,0.293880538
c,inner,Devosia,0.26229007
c,inner,Devosia,0.27420504
c,inner,Devosia,0.359510066
c,inner,Devosia,0.182660644
c,inner,Devosia,0.232653588
c,inner,Devosia,0.326556403
c,inner,Devosia,0.168076371
c,inner,Devosia,0.316290123
c,inner,Devosia,0.33282608
c,inner,Devosia,0.295777622
c,inner,Devosia,0.364631785
c,inner,Devosia,0.257326485
c,inner,Devosia,0.267194509
c,inner,Devosia,0.358190506
c,inner,Devosia,0.332089943
c,inner,Devosia,0.317898598
c,inner,Devosia,0.229463819
c,inner,Devosia,0.341444165
c,inner,Devosia,0.205317919
c,inner,Devosia,0.413505002
c,inner,Devosia,0.538661832
c,inner,Devosia,0.1783952
c,inner,Devosia,0.334242529
c,inner,Devosia,0.275474353
c,inner,Devosia,0.211279717
c,inner,Devosia,0.150067369
c,inner,Devosia,0.386512565
c,inner,Devosia,0.211397808
c,inner,Devosia,0.302697625
c,inner,Devosia,0.197248801
c,inner,Devosia,0.311194696
c,inner,Devosia,0.178232727
c,inner,Devosia,0.330632732
c,inner,Devosia,0.193540377
c,inner,Devosia,0.20936511
c,inner,Devosia,0.222007122
c,inner,Devosia,0.269530847
c,inner,Devosia,0.165209026
c,inner,Devosia,0.314112756
c,inner,Devosia,0.149797547
c,inner,Devosia,0.32784923
c,inner,Devosia,0.312630385
c,inner,Devosia,0.308380893
c,inner,Devosia,0.233145147
c,inner,Devosia,0.439107921
c,inner,Devosia,0.45635641
c,inner,Devosia,0.303151167
c,inner,Devosia,0.343127161
c,inner,Devosia,0.382311383
c,inner,Devosia,0.288964842
c,inner,Devosia,0.216169331
c,inner,Devosia,0.164781273
c,inner,Devosia,0.261578867
c,inner,Devosia,-0.001718806
c,inner,Devosia,0.302187935
c,inner,Devosia,0.278801777
c,inner,Devosia,0.157798706
c,inner,Devosia,0.274379805
c,inner,Devosia,0.28350937
c,inner,Devosia,0.238118987
c,inner,Devosia,0.18832938
c,inner,Devosia,0.117833523
c,inner,Devosia,0.170282854
c,inner,Devosia,0.115963495
c,inner,Devosia,0.127638349
c,inner,Devosia,0.103012759
c,inner,Devosia,0.155877057
c,inner,Devosia,-0.001999935
c,inner,Devosia,0.074143611
c,inner,Devosia,0.215273051
c,inner,Devosia,0.156775119
c,inner,Devosia,0.131569353
c,inner,Devosia,0.133041912
c,inner,Devosia,0.092168041
c,inner,Devosia,0.200952733
c,inner,Devosia,0.153270503
c,inner,Devosia,0.186630385
c,inner,Devosia,0.171436181
c,inner,Devosia,0.334391458
c,inner,Devosia,0.172975992
c,inner,Devosia,0.316016682
c,inner,Devosia,0.170089616
c,inner,Devosia,0.154188324
c,inner,Devosia,0.109049192
c,inner,Devosia,0.170937056
c,inner,Devosia,0.052867517
c,inner,Devosia,0.103292901
c,inner,Devosia,0.114738137
c,inner,Devosia,0.146330085
c,inner,Devosia,0.166271348
c,inner,Devosia,0.266218743
c,inner,Devosia,0.239013485
c,inner,Devosia,0.11945172
c,inner,Devosia,0.211365399
c,inner,Devosia,0.112726729
c,inner,Devosia,0.21708918
c,inner,Devosia,0.088032729
c,inner,Devosia,0.110443514
c,inner,Devosia,0.283824604
c,inner,Devosia,0.142737891
c,inner,Devosia,0.105469793
c,inner,Devosia,0.217957772
c,inner,Devosia,0.239197516
c,inner,Devosia,0.237587396
c,inner,Devosia,0.303383066
c,inner,Devosia,0.21701688
c,inner,Devosia,0.188696798
c,inner,Devosia,0.417376163
c,inner,Devosia,0.270942928
c,inner,Devosia,0.186919799
c,inner,Devosia,0.276554441
c,inner,Devosia,0.319670256
c,inner,Devosia,0.232293111
c,inner,Devosia,0.315966674
c,inner,Devosia,0.247788165
c,inner,Devosia,0.298085947
c,inner,Devosia,0.136958321
c,inner,Devosia,0.22077222
c,inner,Devosia,0.267921991
c,inner,Devosia,0.092539245
c,inner,Devosia,0.196952393
c,inner,Devosia,0.077573403
c,inner,Devosia,0.175455736
c,inner,Devosia,0.133811558
c,inner,Devosia,0.054677912
c,inner,Devosia,0.077748054
c,inner,Devosia,0.078453627
c,inner,Devosia,0.162117976
c,inner,Devosia,0.094907322
c,inner,Devosia,0.204284962
c,inner,Devosia,0.074535759
c,inner,Devosia,0.088990426
c,inner,Devosia,0.234022879
c,inner,Devosia,0.048912382
c,inner,Devosia,0.043739142
c,inner,Devosia,-0.003899453
c,inner,Devosia,0.069326797
c,inner,Devosia,0.27936128
c,inner,Devosia,0.420416473
c,inner,Devosia,0.251303102
c,inner,Devosia,0.194516651
c,inner,Devosia,0.376150141
c,inner,Devosia,0.204689657
c,inner,Devosia,0.208090329
c,inner,Devosia,0.209393215
c,inner,Devosia,0.211189041
c,inner,Devosia,0.277925556
c,inner,Devosia,0.277295141
c,inner,Devosia,0.098310104
c,inner,Devosia,0.180756602
c,inner,Devosia,0.329380626
c,inner,Devosia,0.120191703
c,inner,Devosia,0.122431886
c,inner,Devosia,0.297276859
c,inner,Devosia,0.205963529
c,inner,Devosia,0.063121802
c,inner,Devosia,0.155331173
c,inner,Devosia,0.222053619
c,inner,Devosia,0.202061467
c,inner,Devosia,0.190024695
c,inner,Devosia,0.133286288
c,inner,Devosia,0.066151793
c,inner,Devosia,0.198867525
c,inner,Devosia,0.160259956
c,inner,Devosia,0.061222337
c,inner,Devosia,0.165785221
c,inner,Devosia,0.09331013
c,inner,Devosia,0.0549943
c,inner,Devosia,0.182711879
c,inner,Devosia,0.132172781
c,inner,Devosia,0.154944686
c,inner,Devosia,0.157053105
c,inner,Devosia,0.105889051
c,inner,Devosia,0.111165695
c,inner,Devosia,0.077194965
c,inner,Devosia,0.090962726
c,inner,Devosia,0.11367189
c,inner,Devosia,0.186475126
c,inner,Devosia,0.107319328
c,inner,Devosia,0.08013316
c,inner,Devosia,0.049496508
c,inner,Devosia,0.102019976
c,inner,Devosia,0.249221527
c,inner,Devosia,0.142230836
c,inner,Devosia,0.0591058
c,inner,Devosia,0.058489798
c,inner,Devosia,0.084087519
c,inner,Devosia,0.120207305
c,inner,Devosia,0.110417513
c,inner,Devosia,0.06139678
c,inner,Devosia,0.025083762
c,inner,Devosia,0.044095487
c,inner,Marinobacter,0.054728709
c,inner,Marinobacter,0.073642349
c,inner,Marinobacter,0.082112441
c,inner,Marinobacter,0.070623761
c,inner,Marinobacter,0.027207929
c,inner,Marinobacter,0.032674335
c,inner,Marinobacter,0.063555028
c,inner,Marinobacter,0.022643487
c,inner,Marinobacter,0.029589257
c,inner,Marinobacter,0.065157069
c,inner,Marinobacter,0.02530948
c,inner,Marinobacter,0.023671307
c,inner,Marinobacter,0.071541311
c,inner,Marinobacter,0.065870566
c,inner,Marinobacter,0.035057589
c,inner,Marinobacter,0.035388664
c,inner,Marinobacter,0.010418903
c,inner,Marinobacter,0.077315422
c,inner,Marinobacter,0.013060166
c,inner,Marinobacter,0.047281779
c,inner,Marinobacter,0.01745786
c,inner,Marinobacter,0.011934276
c,inner,Marinobacter,0.0441432
c,inner,Marinobacter,0.046164899
c,inner,Marinobacter,0.038939584
c,inner,Marinobacter,0.04568307
c,inner,Marinobacter,0.031757644
c,inner,Marinobacter,0.014185653
c,inner,Marinobacter,0.042999882
c,inner,Marinobacter,0.013913841
c,inner,Marinobacter,0.020072952
c,inner,Marinobacter,0.043102304
c,inner,Marinobacter,0.056609661
c,inner,Marinobacter,0.031530775
c,inner,Marinobacter,0.049777724
c,inner,Marinobacter,0.037722466
c,inner,Marinobacter,0.063209875
c,inner,Marinobacter,0.016692582
c,inner,Marinobacter,0.07068695
c,inner,Marinobacter,0.013859673
c,inner,Marinobacter,0.024859672
c,inner,Marinobacter,0.035075705
c,inner,Marinobacter,0.022767948
c,inner,Marinobacter,0.042328763
c,inner,Marinobacter,0.033036381
c,inner,Marinobacter,0.042673021
c,inner,Marinobacter,0.021141682
c,inner,Marinobacter,0.029497109
c,inner,Marinobacter,0.026300695
c,inner,Marinobacter,0.104492687
c,inner,Marinobacter,0.115780626
c,inner,Marinobacter,0.133862983
c,inner,Marinobacter,0.073022872
c,inner,Marinobacter,0.071618286
c,inner,Marinobacter,0.078866291
c,inner,Marinobacter,0.065312417
c,inner,Marinobacter,0.073379941
c,inner,Marinobacter,0.077889943
c,inner,Marinobacter,0.108539454
c,inner,Marinobacter,0.071214622
c,inner,Marinobacter,0.073274595
c,inner,Marinobacter,0.059432966
c,inner,Marinobacter,0.063361578
c,inner,Marinobacter,0.069651581
c,inner,Marinobacter,0.06695004
c,inner,Marinobacter,0.062564757
c,inner,Marinobacter,0.054876662
c,inner,Marinobacter,0.066452251
c,inner,Marinobacter,0.074751849
c,inner,Marinobacter,0.056763313
c,inner,Marinobacter,0.057851127
c,inner,Marinobacter,0.024287015
c,inner,Marinobacter,0.058388763
c,inner,Marinobacter,0.048824701
c,inner,Marinobacter,0.048617719
c,inner,Marinobacter,0.05287918
c,inner,Marinobacter,0.053994299
c,inner,Marinobacter,0.065022941
c,inner,Marinobacter,0.060319441
c,inner,Marinobacter,0.03589904
c,inner,Marinobacter,0.05036152
c,inner,Marinobacter,0.020239001
c,inner,Marinobacter,0.031454717
c,inner,Marinobacter,0.054447334
c,inner,Marinobacter,0.029339372
c,inner,Marinobacter,0.040476555
c,inner,Marinobacter,0.035723656
c,inner,Marinobacter,0.050074109
c,inner,Marinobacter,0.038940586
c,inner,Marinobacter,0.015567267
c,inner,Marinobacter,0.07261612
c,inner,Marinobacter,0.047002332
c,inner,Marinobacter,0.032853555
c,inner,Marinobacter,0.038136934
c,inner,Marinobacter,0.039465406
c,inner,Marinobacter,0.037101326
c,inner,Marinobacter,0.029112278
c,inner,Marinobacter,0.032259015
c,inner,Marinobacter,0.043051301
c,inner,Marinobacter,0.039179675
c,inner,Marinobacter,0.018913618
c,inner,Marinobacter,0.017132188
c,inner,Marinobacter,0.022322426
c,inner,Marinobacter,0.113865826
c,inner,Marinobacter,0.112721057
c,inner,Marinobacter,0.059759549
c,inner,Marinobacter,0.091923788
c,inner,Marinobacter,0.104995869
c,inner,Marinobacter,0.099756089
c,inner,Marinobacter,0.11583515
c,inner,Marinobacter,0.093625265
c,inner,Marinobacter,0.11151611
c,inner,Marinobacter,0.100305718
c,inner,Marinobacter,0.102328334
c,inner,Marinobacter,0.129957364
c,inner,Marinobacter,0.106860087
c,inner,Marinobacter,0.091352411
c,inner,Marinobacter,0.107805833
c,inner,Marinobacter,0.12040891
c,inner,Marinobacter,0.089201626
c,inner,Marinobacter,0.083660627
c,inner,Marinobacter,0.106694249
c,inner,Marinobacter,0.081436384
c,inner,Marinobacter,0.099904486
c,inner,Marinobacter,0.07938484
c,inner,Marinobacter,0.090107242
c,inner,Marinobacter,0.082880513
c,inner,Marinobacter,0.070247423
c,inner,Marinobacter,0.082701633
c,inner,Marinobacter,0.081426718
c,inner,Marinobacter,0.093951467
c,inner,Marinobacter,0.073186393
c,inner,Marinobacter,0.047323312
c,inner,Marinobacter,0.056790251
c,inner,Marinobacter,0.078865982
c,inner,Marinobacter,0.092488366
c,inner,Marinobacter,0.101043447
c,inner,Marinobacter,0.069735869
c,inner,Marinobacter,0.08899822
c,inner,Marinobacter,0.073287609
c,inner,Marinobacter,0.064306965
c,inner,Marinobacter,0.068666397
c,inner,Marinobacter,0.06608864
c,inner,Marinobacter,0.047180212
c,inner,Marinobacter,0.06833886
c,inner,Marinobacter,0.049868745
c,inner,Marinobacter,0.064251674
c,inner,Marinobacter,0.02700901
c,inner,Marinobacter,0.061776887
c,inner,Marinobacter,0.066535031
c,inner,Marinobacter,0.033057956
c,inner,Marinobacter,0.051266075
c,inner,Marinobacter,0.046536479
c,inner,Marinobacter,0.031304919
c,inner,Marinobacter,0.050183621
c,inner,Marinobacter,0.06198621
c,inner,Marinobacter,0.049838626
c,inner,Marinobacter,0.047008814
c,inner,Marinobacter,0.04099751
c,inner,Marinobacter,0.063581463
c,inner,Marinobacter,0.036746666
c,inner,Marinobacter,0.059429807
c,inner,Marinobacter,0.036549887
c,inner,Marinobacter,0.025258322
c,inner,Marinobacter,0.035009197
c,inner,Marinobacter,0.032236855
c,inner,Marinobacter,0.012280479
c,inner,Marinobacter,0.038459236
c,inner,Marinobacter,0.04255986
c,inner,Marinobacter,0.030404217
c,inner,Marinobacter,0.05602963
c,inner,Marinobacter,0.040020523
c,inner,Marinobacter,0.029417115
c,inner,Marinobacter,0.045808857
c,inner,Marinobacter,0.057455726
c,inner,Marinobacter,0.045585262
c,inner,Marinobacter,0.026681464
c,inner,Marinobacter,0.027702588
c,inner,Marinobacter,0.044211718
c,inner,Marinobacter,0.050487047
c,inner,Marinobacter,0.01866731
c,inner,Marinobacter,0.056657034
c,inner,Marinobacter,0.031204737
c,inner,Marinobacter,0.026348491
c,inner,Marinobacter,0.026973764
c,inner,Marinobacter,0.049616378
c,inner,Marinobacter,0.04057833
c,inner,Marinobacter,0.119123519
c,inner,Marinobacter,0.114699069
c,inner,Marinobacter,0.116704751
c,inner,Marinobacter,0.09830995
c,inner,Marinobacter,0.103446605
c,inner,Marinobacter,0.105391143
c,inner,Marinobacter,0.088189804
c,inner,Marinobacter,0.099986105
c,inner,Marinobacter,0.097692655
c,inner,Marinobacter,0.103761753
c,inner,Marinobacter,0.108979369
c,inner,Marinobacter,0.101297525
c,inner,Marinobacter,0.105139436
c,inner,Marinobacter,0.101819003
c,inner,Marinobacter,0.113952638
c,inner,Marinobacter,0.094348526
c,inner,Marinobacter,0.126632596
c,inner,Marinobacter,0.093753807
c,inner,Marinobacter,0.074237818
c,inner,Marinobacter,0.094802472
c,inner,Marinobacter,0.089193678
c,inner,Marinobacter,0.103261468
c,inner,Marinobacter,0.09530874
c,inner,Marinobacter,0.106088563
c,inner,Marinobacter,0.108680344
c,inner,Marinobacter,0.113445375
c,inner,Marinobacter,0.100205491
c,inner,Marinobacter,0.105043649
c,inner,Marinobacter,0.096636383
c,inner,Marinobacter,0.103092692
c,inner,Marinobacter,0.102909996
c,inner,Marinobacter,0.098632255
c,inner,Marinobacter,0.119446671
c,inner,Marinobacter,0.115111174
c,inner,Marinobacter,0.098988542
c,inner,Marinobacter,0.074742846
c,inner,Marinobacter,0.094038234
c,inner,Marinobacter,0.098787317
c,inner,Marinobacter,0.09477027
c,inner,Marinobacter,0.076115339
c,inner,Marinobacter,0.093069502
c,inner,Marinobacter,0.094120683
c,inner,Marinobacter,0.084137206
c,inner,Marinobacter,0.120746931
c,inner,Marinobacter,0.108790688
c,inner,Marinobacter,0.090154607
c,inner,Marinobacter,0.073636443
c,inner,Marinobacter,0.089203709
c,inner,Marinobacter,0.118337932
c,inner,Marinobacter,0.082928439
c,inner,Marinobacter,0.076328823
c,inner,Marinobacter,0.088799355
c,inner,Marinobacter,0.116521385
c,inner,Marinobacter,0.095783588
c,inner,Marinobacter,0.108699988
c,inner,Marinobacter,0.088549697
c,inner,Marinobacter,0.095215303
c,inner,Marinobacter,0.090089885
c,inner,Marinobacter,0.116012503
c,inner,Marinobacter,0.091028203
c,inner,Marinobacter,0.088291917
c,inner,Marinobacter,0.090126373
c,inner,Marinobacter,0.077576066
c,inner,Marinobacter,0.069791004
c,inner,Marinobacter,0.102110926
c,inner,Marinobacter,0.0732429
c,inner,Marinobacter,0.086256646
c,inner,Marinobacter,0.105300355
c,inner,Marinobacter,0.090466399
c,inner,Marinobacter,0.101325054
c,inner,Marinobacter,0.089235423
c,inner,Marinobacter,0.084058231
c,inner,Marinobacter,0.059930011
c,inner,Marinobacter,0.110657568
c,inner,Marinobacter,0.087165105
c,inner,Marinobacter,0.071317105
c,inner,Marinobacter,0.113147496
c,inner,Marinobacter,0.120789449
c,inner,Marinobacter,0.109881587
c,inner,Marinobacter,0.088351425
c,inner,Marinobacter,0.086495656
c,inner,Marinobacter,0.087330479
c,inner,Marinobacter,0.069321381
c,inner,Marinobacter,0.084414221
c,inner,Marinobacter,0.108483895
c,inner,Marinobacter,0.079243931
c,inner,Marinobacter,0.088754827
c,inner,Marinobacter,0.107397167
c,inner,Marinobacter,0.093142725
c,inner,Marinobacter,0.074645809
c,inner,Marinobacter,0.07738096
c,inner,Marinobacter,0.078356181
c,inner,Marinobacter,0.086558514
c,inner,Marinobacter,0.085250542
c,inner,Marinobacter,0.108556644
c,inner,Marinobacter,0.083535579
c,inner,Marinobacter,0.086973549
c,inner,Marinobacter,0.055391597
c,inner,Marinobacter,0.072996454
c,inner,Marinobacter,0.096999878
c,inner,Marinobacter,0.078069168
c,inner,Marinobacter,0.102115154
c,inner,Marinobacter,0.0545583
c,inner,Marinobacter,0.083883894
c,inner,Marinobacter,0.088589983
c,inner,Marinobacter,0.063026706
c,inner,Marinobacter,0.093464734
c,inner,Marinobacter,0.079216848
c,inner,Marinobacter,0.066207062
c,inner,Marinobacter,0.063151046
c,inner,Marinobacter,0.069385431
c,inner,Marinobacter,0.081676649
c,inner,Marinobacter,0.092866011
c,inner,Marinobacter,0.07789444
c,inner,Marinobacter,0.086433337
c,inner,Marinobacter,0.080520952
c,inner,Marinobacter,0.073119218
c,inner,Marinobacter,0.065713379
c,inner,Marinobacter,0.048794776
c,inner,Marinobacter,0.055450509
c,inner,Marinobacter,0.096882002
c,inner,Marinobacter,0.048188715
c,inner,Marinobacter,0.073156193
c,inner,Marinobacter,0.097780176
c,inner,Marinobacter,0.092525909
c,inner,Marinobacter,0.071599814
c,inner,Marinobacter,0.079708497
c,inner,Marinobacter,0.061134976
c,inner,Marinobacter,0.077724156
c,inner,Marinobacter,0.074094317
c,inner,Marinobacter,0.070041778
c,inner,Marinobacter,0.05799002
c,inner,Marinobacter,0.019502261
c,inner,Marinobacter,0.082726834
c,inner,Marinobacter,0.09694121
c,inner,Marinobacter,0.057812505
c,inner,Marinobacter,0.061874505
c,inner,Marinobacter,0.065184991
c,inner,Marinobacter,0.069859266
c,inner,Marinobacter,0.097810581
c,inner,Marinobacter,0.052438202
c,inner,Marinobacter,0.074303522
c,inner,Marinobacter,0.086008893
c,inner,Marinobacter,0.060497802
c,inner,Marinobacter,0.076406446
c,inner,Marinobacter,0.07873287
c,inner,Marinobacter,0.0726501
c,inner,Marinobacter,0.079349246
c,inner,Marinobacter,0.05654062
c,inner,Marinobacter,0.059987945
c,inner,Marinobacter,0.100956623
c,inner,Marinobacter,0.042874206
c,inner,Marinobacter,0.028368185
c,inner,Marinobacter,0.068373812
c,inner,Marinobacter,0.059659523
c,inner,Marinobacter,0.052834773
c,inner,Marinobacter,0.04419536
c,inner,Marinobacter,0.039743484
c,inner,Marinobacter,0.047918529
c,inner,Marinobacter,0.003214033
c,inner,Marinobacter,0.046847388
c,inner,Marinobacter,0.051121395
c,inner,Marinobacter,0.040774948
c,inner,Marinobacter,0.029143468
c,inner,Marinobacter,0.034741208
c,inner,Marinobacter,0.06431849
c,inner,Marinobacter,0.060369627
c,inner,Marinobacter,0.067653664
c,inner,Marinobacter,0.055884249
c,inner,Marinobacter,0.050781422
c,inner,Marinobacter,0.034787739
c,inner,Marinobacter,0.044254178
c,inner,Marinobacter,0.044025865
c,inner,Marinobacter,0.054505295
c,inner,Marinobacter,0.031694195
c,inner,Marinobacter,0.059866832
c,inner,Marinobacter,0.035323243
c,inner,Marinobacter,0.04464862
c,inner,Marinobacter,0.02632261
c,inner,Marinobacter,0.062875262
c,inner,Marinobacter,0.056423384
c,inner,Marinobacter,0.04051665
c,inner,Marinobacter,0.0328327
c,inner,Marinobacter,0.046151246
c,inner,Marinobacter,0.028848592
c,inner,Marinobacter,0.047381063
c,inner,Marinobacter,0.053630557
c,inner,Marinobacter,0.051175075
c,inner,Marinobacter,0.051328613
c,inner,Marinobacter,0.098920134
c,inner,Marinobacter,0.109163054
c,inner,Marinobacter,0.115482869
c,inner,Marinobacter,0.121290527
c,inner,Marinobacter,0.10054785
c,inner,Marinobacter,0.076105333
c,inner,Marinobacter,0.095274462
c,inner,Marinobacter,0.11398658
c,inner,Marinobacter,0.108094956
c,inner,Marinobacter,0.11894533
c,inner,Marinobacter,0.073056786
c,inner,Marinobacter,0.085526002
c,inner,Marinobacter,0.10391267
c,inner,Marinobacter,0.098658728
c,inner,Marinobacter,0.072598871
c,inner,Marinobacter,0.089073225
c,inner,Marinobacter,0.071512307
c,inner,Marinobacter,0.103196295
c,inner,Marinobacter,0.069453732
c,inner,Marinobacter,0.112511498
c,inner,Marinobacter,0.095145898
c,inner,Marinobacter,0.069309112
c,inner,Marinobacter,0.087244551
c,inner,Marinobacter,0.099384416
c,inner,Marinobacter,0.092225633
c,inner,Marinobacter,0.084582351
c,inner,Marinobacter,0.077303894
c,inner,Marinobacter,0.093483693
c,inner,Marinobacter,0.09466688
c,inner,Marinobacter,0.119431447
c,inner,Marinobacter,0.09972147
c,inner,Marinobacter,0.069792703
c,inner,Marinobacter,0.081404136
c,inner,Marinobacter,0.095903657
c,inner,Marinobacter,0.091820007
c,inner,Marinobacter,0.092349832
c,inner,Marinobacter,0.099520672
c,inner,Marinobacter,0.110337977
c,inner,Marinobacter,0.124873741
c,inner,Marinobacter,0.093131087
c,inner,Marinobacter,0.101938097
c,inner,Marinobacter,0.068693585
c,inner,Marinobacter,0.089798658
c,inner,Marinobacter,0.094713722
c,inner,Marinobacter,0.085246603
c,inner,Marinobacter,0.103873174
c,inner,Marinobacter,0.07826415
c,inner,Marinobacter,0.04092929
c,inner,Marinobacter,0.108748024
c,inner,Marinobacter,0.105471483
c,inner,Marinobacter,0.103800021
c,inner,Marinobacter,0.094981816
c,inner,Marinobacter,0.093967649
c,inner,Marinobacter,0.072475282
c,inner,Marinobacter,0.089952645
c,inner,Marinobacter,0.082959823
c,inner,Marinobacter,0.073671909
c,inner,Marinobacter,0.086714032
c,inner,Marinobacter,0.075882339
c,inner,Marinobacter,0.085894742
c,inner,Marinobacter,0.061741488
c,inner,Marinobacter,0.077983129
c,inner,Marinobacter,0.085292257
c,inner,Marinobacter,0.067830569
c,inner,Marinobacter,0.052967018
c,inner,Marinobacter,0.070392601
c,inner,Marinobacter,0.070616415
c,inner,Marinobacter,0.085229917
c,inner,Marinobacter,0.056484989
c,inner,Marinobacter,0.054501594
c,inner,Marinobacter,0.061374187
c,inner,Marinobacter,0.064406285
c,inner,Marinobacter,0.066907076
c,inner,Marinobacter,0.04228811
c,inner,Marinobacter,0.071454678
c,inner,Marinobacter,0.078519879
c,inner,Marinobacter,0.088321169
c,inner,Marinobacter,0.07529718
c,inner,Marinobacter,0.079786641
c,inner,Marinobacter,0.060230563
c,inner,Marinobacter,0.055425868
c,inner,Marinobacter,0.073532609
c,inner,Marinobacter,0.087283771
c,inner,Marinobacter,0.085503524
c,inner,Marinobacter,0.082342068
c,inner,Marinobacter,0.03641481
c,inner,Marinobacter,0.05411305
c,inner,Marinobacter,0.068146347
c,inner,Marinobacter,0.064549862
c,inner,Marinobacter,0.046627365
c,inner,Marinobacter,0.067130583
c,inner,Marinobacter,0.067873841
c,inner,Marinobacter,0.049489266
c,inner,Marinobacter,0.041943627
c,inner,Marinobacter,0.053833707
c,inner,Marinobacter,0.050959018
c,inner,Marinobacter,0.034745267
c,inner,Marinobacter,0.043868985
c,inner,Marinobacter,0.046608855
c,inner,Marinobacter,0.043238901
c,inner,Marinobacter,0.051648849
c,inner,Marinobacter,0.03498131
c,inner,Marinobacter,0.0327814
c,inner,Marinobacter,0.046942865
c,inner,Marinobacter,0.042309301
c,inner,Marinobacter,0.032008934
c,inner,Marinobacter,0.041997508
c,inner,Marinobacter,0.048665192
n,outer,Devosia,2.71398E-05
n,outer,Devosia,9.10573E-05
n,outer,Devosia,0.000259067
n,outer,Devosia,9.61518E-05
n,outer,Devosia,0.000195203
n,outer,Devosia,0.000317579
n,outer,Devosia,0.000112738
n,outer,Devosia,0.000246699
n,outer,Devosia,0.000206604
n,outer,Devosia,0.000179396
n,outer,Devosia,6.50005E-05
n,outer,Devosia,0.000211037
n,outer,Devosia,0.000122819
n,outer,Devosia,-0.000150148
n,outer,Devosia,0.000134421
n,outer,Devosia,7.56409E-05
n,outer,Devosia,-0.000213357
n,outer,Devosia,0.000319439
n,outer,Devosia,0.000115304
n,outer,Devosia,0.000300999
n,outer,Devosia,0.000135824
n,outer,Devosia,0.000126707
n,outer,Devosia,4.4485E-05
n,outer,Devosia,0.000107712
n,outer,Devosia,-1.77455E-07
n,outer,Devosia,0.000106604
n,outer,Devosia,0.000339541
n,outer,Devosia,0.000236056
n,outer,Devosia,0.00021163
n,outer,Devosia,3.77726E-05
n,outer,Devosia,3.33778E-05
n,outer,Devosia,0.000142307
n,outer,Devosia,-0.000100633
n,outer,Devosia,0.000266063
n,outer,Devosia,0.000101967
n,outer,Devosia,0.000408819
n,outer,Devosia,0.000107396
n,outer,Devosia,-7.53397E-06
n,outer,Devosia,-5.13972E-05
n,outer,Devosia,0.000232486
n,outer,Devosia,0.000195513
n,outer,Devosia,-2.79443E-05
n,outer,Devosia,0.000200117
n,outer,Devosia,0.000130645
n,outer,Devosia,0.000220036
n,outer,Devosia,-1.76215E-05
n,outer,Devosia,4.91488E-05
n,outer,Devosia,0.000249259
n,outer,Devosia,7.24971E-05
n,outer,Devosia,-0.000137171
n,outer,Devosia,0.000117622
n,outer,Devosia,0.000329401
n,outer,Devosia,1.73735E-06
n,outer,Devosia,5.71135E-05
n,outer,Devosia,0.000321063
n,outer,Devosia,8.18847E-05
n,outer,Devosia,0.00018279
n,outer,Devosia,0.000344447
n,outer,Devosia,0.000276255
n,outer,Devosia,-0.00014172
n,outer,Devosia,0.000212693
n,outer,Devosia,-5.28807E-05
n,outer,Devosia,0.000344098
n,outer,Devosia,0.000163196
n,outer,Devosia,-6.36009E-06
n,outer,Devosia,0.000216137
n,outer,Devosia,-0.000117947
n,outer,Devosia,3.93343E-06
n,outer,Devosia,0.000217937
n,outer,Devosia,0.000252138
n,outer,Devosia,0.000183887
n,outer,Devosia,0.000195805
n,outer,Devosia,5.08554E-05
n,outer,Devosia,8.59994E-05
n,outer,Devosia,0.0002562
n,outer,Devosia,5.63108E-05
n,outer,Devosia,7.3255E-05
n,outer,Devosia,0.000207695
n,outer,Devosia,0.000113639
n,outer,Devosia,0.000250796
n,outer,Devosia,0.000268284
n,outer,Devosia,0.000268474
n,outer,Devosia,0.00010081
n,outer,Devosia,7.70638E-05
n,outer,Devosia,0.000119607
n,outer,Devosia,0.000178884
n,outer,Devosia,0.000277595
n,outer,Devosia,0.000393059
n,outer,Devosia,9.94204E-05
n,outer,Devosia,0.000183777
n,outer,Devosia,3.63328E-05
n,outer,Devosia,0.00029695
n,outer,Devosia,7.61399E-05
n,outer,Devosia,0.000284998
n,outer,Devosia,5.55739E-05
n,outer,Devosia,1.87468E-05
n,outer,Devosia,0.000243268
n,outer,Devosia,0.000174996
n,outer,Devosia,0.000357991
n,outer,Devosia,0.000126596
n,outer,Devosia,0.000270139
n,outer,Devosia,8.35067E-05
n,outer,Devosia,0.000225371
n,outer,Devosia,0.000215221
n,outer,Devosia,0.00010299
n,outer,Devosia,0.000347524
n,outer,Devosia,0.000184393
