sample_name,Cnet ,ROIAREA
F2-1,0.120191703,0.7141113
F2-1,0.122431886,0.4257202
F2-1,0.297276859,0.5493164
F2-1,0.205963529,0.5630493
F2-1,0.063121802,0.9887695
F2-1,0.155331173,1.538086
F2-1,0.222053619,0.5767822
F2-1,0.202061467,0.6591797
F2-1,0.190024695,0.453186
F2-1,0.133286288,0.2883911
F2-1,0.066151793,0.5767822
F2-1,0.198867525,0.9750366
F2-1,0.160259956,0.8514404
F2-1,0.061222337,0.8514404
F2-1,0.165785221,0.617981
F2-1,0.09331013,0.7965088
F2-1,0.0549943,0.617981
F2-1,0.182711879,1.167297
F2-1,0.132172781,1.112366
F2-1,0.154944686,0.6317139
F2-1,0.157053105,0.4806519
F2-1,0.105889051,0.453186
F2-1,0.111165695,0.4669189
F2-1,0.077194965,0.8377075
F2-1,0.090962726,0.5081177
F2-1,0.11367189,0.8926392
F2-1,0.186475126,0.5905151
F2-1,0.107319328,1.029968
F2-1,0.08013316,0.7827759
F2-1,0.049496508,0.7003784
F2-1,0.102019976,1.194763
F2-1,0.249221527,0.4257202
F2-1,0.142230836,0.7141113
F2-1,0.0591058,0.4943848
F2-1,0.058489798,0.769043
F2-1,0.084087519,0.6317139
F2-1,0.120207305,0.8789063
F2-1,0.110417513,0.3845215
F2-1,0.06139678,0.6866455
F2-1,0.025083762,0.5767822
F2-1,0.044095487,0.3433228
F2-2,0.039655168,0.8514404
F2-2,0.024299944,0.5905151
F2-2,0.025845121,1.455688
F2-2,0.01787979,0.453186
F2-2,0.016476453,0.8789063
F2-2,0.022301414,0.5630493
F2-2,0.01430677,0.4394531
F2-2,0.012086424,0.2609253
F2-2,0.014448334,0.3295898
F2-2,0.026928764,1.263428
F2-2,0.016999433,0.8514404
F2-2,0.031051884,0.7965088
F2-2,0.018059711,0.8239746
F2-2,0.019736526,1.579285
F2-2,0.009560869,0.4669189
F2-2,0.01907562,0.6591797
F2-2,0.01855985,1.043701
F2-2,0.014519398,1.029968
F2-2,0.019288758,0.5630493
F2-2,0.018778655,0.6317139
F2-2,0.010907968,0.5905151
F2-4,0.066022356,0.9063721
F2-4,0.028345662,1.029968
F2-4,0.046412975,0.5081177
F2-4,0.010531303,0.7003784
F2-4,0.049244239,0.9887695
F2-4,0.040420076,1.002502
F2-4,0.047022136,0.4394531
F2-4,0.048789133,0.604248
F2-4,0.028948912,0.4394531
F2-4,0.040303893,0.4943848
F2-4,0.02640664,0.4943848
F2-4,0.029932597,0.9338379
F2-4,0.03697725,0.5630493
F2-4,0.02378516,0.453186
F2-4,0.037378979,1.057434
F2-4,0.025976422,1.812744
F2-4,0.031410527,0.3982544
F2-4,0.040250205,0.5630493
F2-4,0.040499752,0.6591797
F2-4,0.015405419,0.4806519
F2-4,0.027946385,0.8789063
F2-4,0.024829332,0.5493164
F2-4,0.029119051,0.6591797
F2-4,0.027473229,0.4669189
F2-4,0.03964447,0.7553101
F2-4,0.017815604,0.7003784
F2-4,0.028994224,0.9475708
F2-4,0.025571607,1.387024
F2-4,0.022770291,0.5767822
F2-4,0.014553759,0.4119873
F2-4,0.020049503,0.769043
F2-4,0.015619762,1.002502
F2-4,0.011913573,1.057434
F2-4,0.025495091,0.4943848
F2-4,0.014273715,0.7141113
F2-4,0.029856081,0.6729126
F2-4,0.024184237,0.4257202
F2-4,0.012550358,0.7141113
F2-4,0.028373586,0.3707886
F2-4,0.01141929,0.5767822
F2-4,0.015441954,0.8789063
F2-4,0.025607605,0.6591797
F2-4,0.019148056,0.9338379
F2-4,0.005458043,0.3295898
F2-4,0.02583893,0.4119873
F2-4,0.043495436,0.3158569
F2-4,0.027771958,0.302124
F2-4,0.023845362,0.7827759
F2-4,0.018363201,0.2471924
F2-4,0.017262095,0.2471924
F2-4,0.012001534,0.7003784
F2-4,0.056526726,0.6866455
F2-4,0.056256188,0.7278442
F2-4,0.065560628,1.043701
F2-4,0.033463705,0.6866455
F2-4,0.050963519,0.8514404
F2-4,0.051111013,1.016235
F2-4,0.053192065,2.609253
F2-4,0.044058449,0.9613037
F2-4,0.057935191,0.6454468
F2-4,0.057226941,0.7415771
F2-4,0.035265381,0.9338379
F2-4,0.030354223,0.8239746
F2-4,0.04610973,0.6454468
F2-4,0.025642739,1.016235
F2-4,0.042606992,1.235962
F2-4,0.018333553,0.8789063
F2-4,0.024617706,0.7278442
F2-4,0.035728896,0.2197266
F2-4,0.032830912,1.153564
F2-4,0.015437558,0.9338379
F2-4,0.022318313,0.7278442
F2-4,0.028096459,0.6729126
F2-4,0.022938486,0.617981
F2-4,0.011141144,0.4806519
F2-4,0.024229327,1.043701
F2-4,0.032090077,0.6591797
F2-4,0.021485707,0.8651733
F2-4,0.001336916,0.4669189
F2-4,0.019209675,0.604248
F2-4,0.025249679,0.453186
F2-4,0.016507881,0.453186
F2-4,0.00554619,0.4257202
F2-4,0.017639048,0.5218506
F2-4,0.025299509,0.4119873
F2-4,0.017375768,0.4806519
F2-4,0.050140147,1.18103
F2-4,0.029317373,1.524353
F2-4,0.030549236,1.565552
F2-4,0.040999708,0.7827759
F2-4,0.022770692,1.826477
F2-4,0.038443548,1.043701
F2-4,0.027203343,1.579285
F2-4,0.044244784,1.153564
F2-4,0.017751559,1.400757
F2-4,0.02246191,1.579285
F2-4,0.034812721,0.6317139
F2-4,0.039802368,0.3433228
F2-4,0.019330259,0.3845215
F2-4,0.028866708,0.7141113
F2-4,0.038721127,1.235962
F2-4,0.023181409,0.8377075
F2-4,0.041592892,0.3570557
F2-4,0.045347371,0.3433228
F2-4,0.030151682,0.604248
F2-4,0.049062116,0.3158569
F2-4,0.020851238,0.6454468
F2-4,0.035488579,0.3433228
F2-4,0.029440902,0.5355835
F2-4,0.023945305,0.9338379
F2-4,0.023481874,0.7003784
F3-2,0.053787651,2.375793
F3-2,0.04647217,2.430725
F3-2,0.041858517,1.263428
F3-2,0.032525231,1.441956
F3-2,0.038427884,1.799011
F3-2,0.033865778,2.719116
F3-2,0.030239278,0.6317139
F3-2,0.028032615,1.194763
F3-2,0.038744625,1.428223
F3-2,0.03352978,1.029968
F3-2,0.035809382,1.51062
F3-2,0.025641411,0.9475708
F3-2,0.028728833,1.579285
F3-2,0.032680718,1.277161
F3-2,0.045987437,0.8102417
F3-2,0.034993948,0.769043
F3-2,0.031694391,1.194763
F3-2,0.027363499,1.016235
F3-2,0.03338747,0.1647949
F3-2,0.032790471,0.7415771
F3-2,0.024110584,0.8514404
F3-2,0.021135523,0.6866455
F3-2,0.03356413,0.9613037
F3-2,0.046477559,0.7827759
F3-2,0.024039287,0.3845215
F3-2,0.025857596,0.8239746
F3-2,0.03546517,1.126099
F3-2,0.039628828,0.7827759
F3-2,0.024311796,0.5355835
F3-2,0.035489731,0.5218506
F3-2,0.033519777,0.7278442
F3-2,0.03423565,0.7553101
F3-2,0.060705708,1.18103
F3-2,0.065286757,1.41449
F3-2,0.042353168,0.5767822
F3-2,0.070698864,0.6454468
F3-2,0.048163281,0.7141113
F3-2,0.038045008,1.071167
F3-2,0.040505369,0.7141113
F3-2,0.04659568,1.208496
F3-2,0.033976788,1.18103
F3-2,0.046260715,0.5493164
F3-2,0.031460812,1.167297
F3-2,0.033280729,2.334595
F3-2,0.025190561,0.6729126
F3-2,0.011792422,1.098633
F3-2,0.036542242,1.277161
F3-2,0.026749621,0.6591797
F3-2,0.041759884,0.4669189
F3-2,0.058717622,0.302124
F3-2,0.052180365,0.617981
F3-2,0.029742046,0.617981
F3-2,0.035391688,0.8789063
F3-2,0.035831349,0.5493164
F3-2,0.029252562,0.6317139
F3-2,0.027342478,0.6591797
F3-2,0.036762972,0.8239746
F3-2,0.02753432,0.5493164
F3-2,0.058108084,0.2746582
F3-2,0.037821494,0.6866455
F3-2,0.036324069,0.5767822
F3-2,0.041876583,0.3982544
F3-2,0.028159391,0.4669189
F3-2,0.040424645,0.5493164
F3-2,0.036186312,0.5218506
F3-2,0.042368103,0.6317139
F3-2,0.02400938,0.302124
F3-2,0.037823662,0.3845215
F3-2,0.073481446,0.8789063
F3-2,0.046928504,0.6866455
F3-2,0.05498128,1.208496
F3-2,0.049071388,0.8239746
F3-2,0.060866159,1.359558
F3-2,0.039853316,1.60675
F3-2,0.054614779,0.920105
F3-2,0.053934334,1.277161
F3-2,0.028375132,1.208496
F3-2,0.042937479,0.7965088
F3-2,0.019106828,1.318359
F3-2,0.043239409,0.8651733
F3-2,0.037993024,1.730347
F3-2,0.029278603,0.5355835
F3-2,0.039563594,0.453186
F3-2,0.035588947,0.8102417
F3-2,0.021504632,0.4394531
F3-2,0.01378992,0.8102417
F3-2,0.040334438,1.139832
F3-2,0.02280013,0.7003784
F3-2,0.031894686,1.483154
F3-2,0.037099235,0.6317139
F3-2,0.023329506,0.9338379
F3-2,0.040600087,0.453186
F3-2,0.026516156,0.3570557
F3-2,0.027402982,1.098633
F3-2,0.025477532,1.029968
F3-2,0.035786218,1.029968
F3-2,0.020735891,0.453186
F3-2,0.01720634,0.7827759
F3-2,0.028007271,0.920105
F3-2,0.022749085,0.3845215
F3-2,0.034040056,0.6729126
F3-2,0.031065769,0.7553101
F3-2,0.012048033,0.7003784
F3-2,0.023109897,0.5905151
F3-2,0.030197928,1.071167
F3-2,0.033074154,0.5905151
F3-2,0.019289829,0.4669189
F3-2,0.023452921,0.3158569
F3-2,0.040560814,0.4943848
F3-2,0.023227266,0.8926392
F3-2,0.031716618,0.4806519
F3-2,0.026162619,0.3158569
F3-2,0.058807238,1.469421
F3-2,0.049723188,1.455688
F3-2,0.059760903,1.290894
F3-2,0.052760365,2.293396
F3-2,0.045569668,0.4669189
F3-2,0.039345481,1.208496
F3-2,0.057360447,1.661682
F3-2,0.041255483,1.455688
F3-2,0.038942018,0.9613037
F3-2,0.042744976,1.304626
F3-2,0.037342317,0.4943848
F3-2,0.02602526,0.3570557
F3-2,0.03953946,1.139832
F3-2,0.031377278,1.799011
F3-2,0.048388657,1.524353
F3-2,0.036560202,1.0849
F3-2,0.045808631,1.112366
F3-2,0.036560899,0.9887695
F3-2,0.049852811,0.9063721
F3-2,0.02397831,1.785278
F3-2,0.029148091,1.538086
F3-2,0.02793219,0.9063721
F3-2,0.040755954,0.8789063
F3-2,0.026874558,0.617981
F3-2,0.049329187,0.4257202
F3-2,0.029605007,0.6454468
F3-2,0.035844525,0.4806519
F3-2,0.028707522,1.126099
F3-2,0.029285023,0.920105
F3-2,0.024358566,0.6729126
F3-2,0.028519088,0.6591797
F3-2,0.035709006,0.453186
F3-2,0.017646213,1.112366
F3-2,0.011178741,0.3158569
F3-2,0.056221497,0.4119873
F3-2,0.024058945,0.3845215
F3-2,0.03379445,0.5767822
F3-2,0.020932393,0.2609253
F3-2,0.014297619,0.2746582
F3-2,0.030847007,0.5905151
F3-2,0.068224212,1.60675
F3-2,0.082199655,1.345825
F3-2,0.069955357,1.620483
F3-2,0.05221483,1.0849
F3-2,0.059771283,1.098633
F3-2,0.056693933,0.8651733
F3-2,0.058758173,0.7415771
F3-2,0.05618605,0.920105
F3-2,0.06081703,1.771545
F3-2,0.054327589,1.675415
F3-2,0.050389317,0.8102417
F3-2,0.053466089,0.8102417
F3-2,0.04617125,1.153564
F3-2,0.045466717,0.4669189
F3-2,0.038823469,1.002502
F3-2,0.050033536,0.4119873
F3-2,0.026553975,1.0849
F3-2,0.029178653,1.139832
F3-2,0.039303291,0.5905151
F3-2,0.034058709,0.7415771
F3-2,0.023664932,0.8514404
F3-2,0.031879629,0.8377075
F3-2,0.035351824,0.8377075
F3-2,0.030823378,1.139832
F3-2,0.046293513,0.8789063
F3-2,0.031142196,0.4943848
F3-2,0.025867274,1.524353
F3-2,0.030487436,1.057434
F3-2,0.037446805,0.7141113
F3-2,0.043041575,0.6866455
F3-2,0.015647195,0.9613037
F3-2,0.043756221,0.5081177
F3-2,0.026587434,0.3570557
F3-2,0.037581217,0.2471924
F3-2,0.05506662,0.3707886
F3-2,0.03514808,0.6729126
F3-2,0.025682955,0.8926392
F3-2,0.024580762,1.098633
F3-2,0.040462566,0.5767822
F3-2,0.032442326,0.5355835
F3-2,0.028503262,0.769043
F3-2,0.035211961,0.3845215
F3-2,0.015391292,0.2746582
F3-2,0.023869635,0.4669189
F3-2,0.026917235,0.7553101
F3-2,0.031727582,0.2883911
F3-2,0.03998949,0.302124
F3-2,0.014013212,0.4257202
F3-2,0.029020094,0.2059937
F3-4,0.07152677,1.194763
F3-4,0.085646113,1.167297
F3-4,0.048744986,1.167297
F3-4,0.047700259,0.9750366
F3-4,0.046263223,1.029968
F3-4,0.067430407,0.7827759
F3-4,-0.003995554,0.5630493
F3-4,0.047952115,1.194763
F3-4,0.040456401,1.18103
F3-4,0.060576163,1.112366
F3-4,0.068044687,0.7827759
F3-4,0.055780764,0.7965088
F3-4,0.060699586,0.6317139
F3-4,0.044631272,0.7141113
F3-4,0.012905356,1.895142
F3-4,0.033003296,0.9063721
F3-4,0.066256288,0.6591797
F3-4,0.038354675,0.6729126
F3-4,-0.00717015,1.098633
F3-4,0.049710711,0.151062
F3-4,0.035273059,0.4669189
F3-4,0.039159217,0.5630493
F3-4,0.061486017,1.950073
F3-4,0.052857203,1.93634
F3-4,0.046172952,0.9338379
F3-4,0.040455674,0.6454468
F3-4,0.054048434,0.9338379
F3-4,0.0330533,1.112366
F3-4,0.044783626,0.7827759
F3-4,0.043809528,1.304626
F3-4,0.02841487,0.5081177
F3-4,0.024111731,0.7278442
F3-4,0.030858146,1.208496
F3-4,0.035045695,0.8377075
F3-4,0.03765423,1.290894
F3-4,-0.003939793,1.524353
F3-4,0.034474038,0.4669189
F3-4,0.047862294,0.6454468
F3-4,0.057591271,0.7415771
F3-4,0.027385306,1.538086
F3-4,0.046444553,0.8789063
F3-4,0.031616729,0.5355835
F3-4,0.027230852,1.373291
F3-4,0.02303406,0.5493164
F3-4,0.034044468,0.453186
F3-4,0.031481213,0.7415771
F3-4,0.040394587,0.5630493
F3-4,0.044438479,0.6317139
F3-4,0.019205622,0.4119873
F3-4,0.015479261,0.4119873
F3-4,0.016049953,0.5630493
F3-4,0.059009265,0.920105
F3-4,0.065045768,0.9475708
F3-4,0.074242491,0.453186
F3-4,0.04842953,1.112366
F3-4,0.063579038,0.6729126
F3-4,0.061672019,0.9750366
F3-4,0.060719515,0.5767822
F3-4,0.015051389,1.290894
F3-4,0.04904639,0.8377075
F3-4,0.046502005,1.153564
F3-4,0.060551674,1.0849
F3-4,0.056106836,0.5767822
F3-4,0.049147552,0.4257202
F3-4,0.041284885,0.8377075
F3-4,0.033227107,1.60675
F3-4,0.047493656,1.455688
F3-4,0.034020312,0.5767822
F3-4,0.042194837,0.7553101
F3-4,0.061654334,0.6591797
F3-4,0.064950312,0.6729126
F3-4,0.03648708,0.9887695
F3-4,0.023246543,0.5081177
F3-4,0.036292691,0.4943848
F3-4,0.061527834,0.8926392
F3-4,0.049766979,0.4394531
F3-4,0.021243015,0.5081177
F3-4,0.028700018,1.0849
F3-4,0.036505987,0.6591797
F3-4,0.042605123,0.5767822
F3-4,0.058201942,0.3982544
F3-4,0.027753341,1.0849
F3-4,0.037175187,0.4394531
F3-4,0.038332756,0.8926392
F3-4,0.036653725,0.5905151
F3-4,0.048507846,0.3433228
F3-4,0.03426761,0.4394531
F3-4,0.031805837,0.9338379
F3-4,0.036622412,0.4394531
F3-4,0.029552231,0.5493164
F3-4,0.056512419,0.3845215
F3-4,0.0309171,0.4669189
F3-4,0.031686948,0.5905151
F3-4,0.019717474,0.3982544
F3-4,-0.003715306,0.9338379
F3-4,-0.000586434,0.4257202
F4-1,0.17892236,1.60675
F4-1,0.259777696,2.087402
F4-1,0.192341935,1.400757
F4-1,0.288059456,0.8926392
F4-1,0.177551985,2.156067
F4-1,0.063600871,0.8651733
F4-1,0.176028503,0.7003784
F4-1,0.125622735,1.167297
F4-1,0.120447455,0.7003784
F4-1,0.128848442,1.153564
F4-1,0.078275064,0.9338379
F4-1,0.067593379,1.60675
F4-1,0.080921077,0.4394531
F4-1,0.15023541,0.3845215
F4-1,0.223896397,1.647949
F4-1,0.108730298,1.071167
F4-1,0.172800457,1.387024
F4-1,0.11478563,1.359558
F4-1,0.099897408,1.702881
F4-1,0.072204793,0.769043
F4-1,0.231776766,0.617981
F4-1,0.090212463,1.098633
F4-1,0.19132623,1.235962
F4-1,0.139273443,1.139832
F4-1,0.105803192,0.9613037
F4-1,0.16641589,1.538086
F4-1,0.220570706,1.18103
F4-1,0.094437286,1.483154
F4-1,0.108620489,0.8514404
F4-1,0.140417311,1.029968
F4-1,0.090600534,0.8239746
F4-1,0.175799904,0.8789063
F4-1,0.12081782,1.799011
F4-1,0.223114987,1.016235
F4-1,0.105008006,0.7003784
F4-1,0.140418071,0.7965088
F4-1,0.240564429,0.604248
F4-1,0.119596837,0.3707886
F4-1,0.185079504,0.7278442
F4-1,0.079096827,1.950073
F4-1,0.124565986,0.617981
F4-1,0.203393883,0.3845215
F4-2,0.036286268,1.565552
F4-2,0.03997007,1.139832
F4-2,0.033756873,1.318359
F4-2,0.036379219,2.005005
F4-2,0.034351076,2.128601
F4-2,0.02715131,1.057434
F4-2,0.047467788,0.920105
F4-2,0.035408728,1.496887
F4-2,0.033147621,1.112366
F4-2,0.03257652,1.400757
F4-2,0.040779634,0.9475708
F4-2,0.020603144,1.043701
F4-2,0.038028301,1.647949
F4-2,0.03314229,1.620483
F4-2,0.027299061,0.920105
F4-2,0.025789626,1.153564
F4-2,0.025223224,0.9887695
F4-2,0.02688114,0.5355835
F4-2,0.025694897,0.7003784
F4-2,0.024150676,1.126099
F4-2,0.026071159,1.359558
F4-2,0.025643179,1.908875
F4-2,0.021924343,0.8789063
F4-2,0.033658782,0.8377075
F4-2,0.026537072,0.6591797
F4-2,0.02258589,0.8651733
F4-2,0.014597379,0.453186
F4-2,0.020878638,1.029968
F4-2,0.014884734,1.18103
F4-2,0.027060904,0.4806519
F4-2,0.031434756,1.318359
F4-2,0.014143422,0.769043
F4-2,0.025739292,1.400757
F4-2,0.010389307,1.277161
F4-2,0.021758443,0.2334595
F4-2,0.022437549,0.6591797
F4-2,0.021584537,0.769043
F4-2,0.025137382,0.7415771
F4-2,0.011293381,0.7553101
F4-2,0.006905254,0.4943848
F4-2,0.026679618,0.6866455
F4-2,0.024945356,0.7003784
F4-2,0.015543103,0.5218506
F4-2,0.015946424,0.3845215
F4-2,0.022465598,1.071167
F4-2,0.023330159,0.7415771
F4-2,0.013078773,0.3845215
F4-2,0.015838654,0.5493164
F4-2,0.009648832,0.302124
F4-2,0.018639845,0.5767822
F4-2,0.020225428,0.5081177
F4-2,0.007244159,0.3295898
F4-2,0.014869549,0.3570557
F4-2,0.02455152,0.3982544
F4-2,0.014161661,0.604248
F4-2,0.036851203,2.005005
F4-2,0.032791796,0.4943848
F4-2,0.037026437,1.634216
F4-2,0.039337812,1.579285
F4-2,0.031073111,1.112366
F4-2,0.039394104,1.647949
F4-2,0.041103814,0.9338379
F4-2,0.046051748,0.6729126
F4-2,0.038842129,0.2609253
F4-2,0.024573422,1.373291
F4-2,0.027230726,0.920105
F4-2,0.026213748,1.647949
F4-2,0.022241279,1.043701
F4-2,0.038446625,0.4669189
F4-2,0.036004056,0.3982544
F4-2,0.029358498,0.8239746
F4-2,0.030662562,1.071167
F4-2,0.02901664,0.1922607
F4-2,0.033783046,1.400757
F4-2,0.023579139,0.9750366
F4-2,0.019820988,0.4669189
F4-2,0.028430641,0.8377075
F4-2,0.02814197,1.029968
F4-2,0.033880718,1.702881
F4-2,0.011025103,0.4806519
F4-2,0.027297914,1.208496
F4-2,0.012652197,0.8789063
F4-2,0.032097778,0.5493164
F4-2,0.016131454,1.400757
F4-2,0.024814881,0.7415771
F4-2,0.031202187,0.6866455
F4-2,0.021923824,0.617981
F4-2,0.014275764,0.8789063
F4-2,0.023969561,0.3295898
F4-2,0.01953282,0.9338379
F4-2,0.013199092,0.7003784
F4-2,0.030922348,0.7415771
F4-2,0.009135172,0.920105
F4-2,0.021973221,0.4943848
F4-2,0.010105281,0.4669189
F4-2,0.029729616,0.7003784
F4-2,0.026169861,0.617981
F4-2,0.013606991,0.3433228
F4-2,0.02049642,0.3707886
F4-2,0.015661188,0.5081177
F4-2,0.023302604,0.4257202
F4-2,0.014502193,0.3707886
F4-2,0.004042902,0.3158569
F4-2,0.015151934,0.3570557
F4-2,0.008346058,0.8926392
F4-2,0.014261821,0.3570557
F4-2,0.017105349,0.3982544
F4-2,0.01415422,0.3845215
F4-2,0.011538908,0.2334595
F4-2,0.034594715,1.043701
F4-2,0.046058247,1.565552
F4-2,0.03938019,0.7827759
F4-2,0.039057589,0.9750366
F4-2,0.035194645,0.9475708
F4-2,0.025600299,1.043701
F4-2,0.021899703,0.7003784
F4-2,0.03056659,1.18103
F4-2,0.030533027,0.8651733
F4-2,0.024813144,0.9613037
F4-2,0.01901525,1.0849
F4-2,0.028007075,1.18103
F4-2,0.026636311,0.9750366
F4-2,0.024133676,1.18103
F4-2,0.028557906,1.057434
F4-2,0.013064148,1.222229
F4-2,0.032130958,0.7553101
F4-2,0.010314791,0.769043
F4-2,0.022430251,0.6317139
F4-2,0.01868266,0.7827759
F4-2,0.01642631,1.469421
F4-2,0.01589287,0.604248
F4-2,0.020774904,0.617981
F4-2,0.024327176,0.7003784
F4-2,0.015793134,0.8239746
F4-2,0.018031959,0.7003784
F4-2,0.003702602,0.5218506
F4-2,0.021396747,0.5905151
F4-2,0.009561579,0.5081177
F4-2,0.023577079,0.6591797
F4-2,0.015638214,0.9750366
F4-2,0.016607014,0.7278442
F4-2,0.011093505,0.604248
F4-2,0.013842765,0.4394531
F4-3,0.292649985,1.74408
F4-3,0.149370778,1.74408
F4-3,0.148329007,1.853943
F4-3,0.183676412,1.290894
F4-3,0.141951133,0.7965088
F4-3,0.131660835,2.018738
F4-3,0.119668055,1.675415
F4-3,0.14169292,0.9887695
F4-3,0.114450787,0.8651733
F4-3,0.163739267,1.579285
F4-3,0.19772882,1.716614
F4-3,0.073729307,1.139832
F4-3,0.075622669,1.139832
F4-3,0.118043301,0.4806519
F4-3,0.199620274,0.6729126
F4-3,0.149102343,1.139832
F4-3,0.181391399,1.194763
F4-3,0.146555086,0.7141113
F4-3,0.004669779,0.453186
F5-1,0.021390344,0.4943848
F5-1,0.098545063,1.620483
F5-1,0.057591551,0.7141113
F5-1,0.091962031,2.59552
F5-1,0.069713654,1.263428
F5-1,0.092431704,0.3982544
F5-1,0.112578721,1.785278
F5-1,0.027493048,0.7278442
F5-1,0.067173903,1.538086
F5-1,0.092572471,2.114868
F5-1,0.107770526,1.400757
F5-1,0.095482358,1.867676
F5-1,0.119224584,1.387024
F5-1,0.098912978,2.252197
F5-1,0.119045711,1.579285
F5-1,0.088637986,0.2197266
F5-1,0.100160877,1.441956
F5-1,0.092131574,2.677917
F5-1,0.08552214,1.359558
F5-1,0.095637097,3.076172
F5-1,0.088355284,0.8926392
F5-1,0.089629003,1.235962
F5-1,0.126316979,0.3158569
F5-1,0.069761706,1.496887
F5-1,0.075309567,1.730347
F5-1,0.1419769,1.538086
F5-1,0.097183729,2.018738
F5-1,0.091682603,0.8514404
F5-1,0.091512961,0.5355835
F5-1,0.089674677,1.222229
F5-1,0.062463458,1.60675
F5-1,0.026922717,1.222229
F5-1,0.1020608,0.6454468
F5-1,0.036986412,0.9475708
F5-1,0.050810737,1.359558
F5-1,0.088579333,0.4669189
F5-1,0.005027906,0.8377075
F5-1,-0.005009224,0.604248
F5-1,0.068719601,0.7415771
F5-1,0.035586236,0.6866455
F5-1,0.034022311,0.3295898
F5-1,0.046914869,1.002502
F5-1,0.160870007,1.057434
F5-1,0.096546523,1.524353
F5-1,0.065876772,0.7415771
F5-1,-0.006634439,0.617981
F5-1,0.084610011,0.9338379
F5-1,0.087965961,0.7965088
F5-1,0.069528107,0.8926392
F5-1,0.039688191,0.5905151
F5-1,0.085213772,0.4257202
F5-1,0.039700375,0.3570557
F5-1,0.068895412,1.496887
F5-1,0.043984324,1.332092
F5-1,0.159615237,0.5767822
F5-1,0.033837796,0.3982544
F5-1,0.067888008,0.5218506
F5-1,0.064445131,0.604248
F5-1,0.196571484,1.565552
F5-1,-0.005058375,1.167297
F5-1,-0.004795763,0.604248
F5-1,0.100885408,0.8926392
F5-1,0.074708142,0.302124
F5-1,0.010349437,0.3982544
F5-1,0.009675388,0.2883911
F5-1,-0.001434649,1.41449
F5-1,-0.008580903,0.9750366
F5-1,0.044074478,1.057434
F5-1,-0.004071716,0.769043
F5-1,-0.001428857,0.5493164
F5-1,-0.002802589,1.771545
F5-1,-0.001325433,1.771545
F5-1,-0.0023322,1.071167
F5-1,-0.004531041,1.455688
F5-1,-0.000280417,0.7141113
F5-1,-0.000246893,1.455688
F5-1,0.06233862,0.3433228
F5-1,-0.003560626,1.029968
F5-1,-0.008026214,0.5081177
F5-1,-0.005486953,0.5081177
F5-1,-0.002852151,0.2197266
F5-1,-0.005348615,0.3982544
F5-1,-0.005227057,0.604248
F5-1,0.035472769,0.2334595
F5-2,0.048598252,2.018738
F5-2,0.039592885,1.194763
F5-2,0.039678894,1.441956
F5-2,0.038162839,1.977539
F5-2,0.009388519,1.043701
F5-2,0.032600937,1.194763
F5-2,0.028742327,0.3982544
F5-2,0.028725442,0.4943848
F5-2,0.028156636,1.0849
F5-2,0.030448631,0.7553101
F5-2,0.033600478,1.387024
F5-2,0.026164425,0.9750366
F5-2,0.033478513,1.565552
F5-2,0.031781619,0.9750366
F5-2,0.048378377,0.2883911
F5-2,0.044845075,0.6591797
F5-2,0.04314115,0.9063721
F5-2,0.028732868,1.029968
F5-2,0.031216746,1.524353
F5-2,0.019308206,0.9475708
F5-2,0.026882742,1.18103
F5-2,0.035479617,1.304626
F5-2,0.033297357,0.5081177
F5-2,0.026123201,0.8514404
F5-2,0.024919236,1.387024
F5-2,0.018225674,0.3845215
F5-2,0.025035846,1.332092
F5-2,0.034903767,1.098633
F5-2,0.024115253,0.6591797
F5-2,0.033971216,1.41449
F5-2,0.024343468,0.8102417
F5-2,0.031930166,1.290894
F5-2,0.030584815,0.151062
F5-2,0.023306535,0.9613037
F5-2,0.028766888,1.249695
F5-2,0.025795746,0.7553101
F5-2,0.025253427,1.400757
F5-2,0.036561557,0.3707886
F5-2,0.018123838,1.235962
F5-2,0.016452894,0.7827759
F5-2,0.032621637,0.1785278
F5-2,0.025390486,0.2471924
F5-2,0.017389241,0.7278442
F5-2,0.027450505,0.4257202
F5-2,0.013672617,0.8377075
F5-2,0.012810905,0.6454468
F5-2,0.024321132,0.6591797
F5-2,0.027224216,1.126099
F5-2,0.026004843,0.7141113
F5-2,0.024804744,1.057434
F5-2,0.019570414,0.9887695
F5-2,0.013612564,0.6866455
F5-2,0.023835679,1.167297
F5-2,0.02568939,0.4943848
F5-2,0.02080332,0.8651733
F5-2,0.014534655,0.5355835
F5-2,0.02420633,1.400757
F5-2,0.021423931,0.9475708
F5-2,0.012057899,0.5905151
F5-2,0.029530736,1.208496
F5-2,0.011466522,0.7553101
F5-2,0.017925062,0.8514404
F5-2,0.015937782,0.5218506
F5-2,0.015471989,0.8239746
F5-2,0.020463399,0.453186
F5-2,0.010603132,0.6729126
F5-2,0.019498058,0.8926392
F5-2,0.011199558,0.453186
F5-2,0.007184837,0.7965088
F5-2,0.015769925,0.604248
F5-2,0.023020592,0.4394531
F5-2,0.007675908,0.6454468
F5-2,0.026385731,0.453186
F5-2,-0.002517502,0.4669189
F5-2,0.012303719,0.4943848
F5-2,0.004710409,0.8102417
F5-2,0.006695915,0.4119873
F5-2,0.007268641,0.5905151
F5-2,0.00965352,0.7827759
F5-2,0.039811116,1.867676
F5-2,0.04065887,2.664185
F5-2,0.042650527,1.647949
F5-2,0.033218883,1.647949
