,positive-1010,positive-1116,positive-1119,positive-1120,positive-1134,positive-1145,positive-1154,positive-1186,positive-1229,positive-1246,positive-1315,positive-1382,positive-1388,positive-1484,positive-1492,positive-1505,positive-1522,positive-1589,positive-1620,positive-1731,positive-1800,positive-1805,positive-1867,positive-21,positive-220,positive-23,positive-244,positive-246,positive-247,positive-251,positive-263,positive-2760,positive-303,positive-306,positive-309,positive-31,positive-342,positive-347,positive-362,positive-37,positive-373,positive-374,positive-378,positive-383,positive-385,positive-396,positive-4023,positive-429,positive-431,positive-439,positive-441,positive-444,positive-4497,positive-4510,positive-4546,positive-4579,positive-4598,positive-4599,positive-4659,positive-468,positive-4861,positive-5083,positive-523,positive-5311,positive-5328,positive-547,positive-552,positive-555,positive-5809,positive-585,positive-5891,positive-6012,positive-637,positive-638,positive-639,positive-640,positive-641,positive-645,positive-648,positive-667,positive-673,positive-675,positive-687,positive-720,positive-756,positive-757,positive-7677,positive-7891,positive-797,positive-8,positive-81,positive-858,positive-981,negative-1008,negative-1068,negative-1090,negative-1140,negative-1288,negative-1327,negative-1730,negative-1791,negative-1793,negative-1824,negative-1829,negative-1834,negative-1863,negative-1950,negative-20,negative-2099,negative-231,negative-245,negative-252,negative-260,negative-268,negative-2978,negative-324,negative-330,negative-336,negative-341,negative-365,negative-3683,negative-369,negative-395,negative-4105,negative-417,negative-450,negative-466,negative-480,negative-483,negative-488,negative-532,negative-533,negative-539,negative-549,negative-560,negative-58,negative-59,negative-6,negative-647,negative-649,negative-651,negative-658,negative-667,negative-669,negative-711,negative-712,negative-721,negative-782,negative-796,negative-8,negative-802,negative-807,negative-822,negative-833,negative-853,negative-917,negative-920,negative-933,negative-971,negative-972,negative-974,negative-977
SpentMed-Labrenzia-13C1_1,0.4575868457235305,0.004469571,0.006823527,0.004307569,0.004636195,0.002913072,0.00289156,0.034083350680708224,0.2216910294296155,0.4148624048707204,0.3719785244323948,0.12070264094708141,0.1268549685895699,0.022626716384666543,0.004040861,0.011409815501034943,0,0.437236221,0.17158077562930693,0.310364784,0.021737705070645763,0.8843194662374151,0.07975229,0.2155769524002671,0.2982881037069707,0.074102462,0.3822575437758511,0.4267938523855071,0.7474948766473893,0.3955269136381728,0.027723363,0.11946818771947045,0.028860682394118452,0.4056105880119772,0.5718265488469827,0.3764244727795481,0.8035045462295856,0.37695385466670817,0.002785774,0.010389836716191678,0.26933703427185446,0.3338526264304397,0.7840820926300549,0.18182607928527805,0.2137952408972701,0.24107131534680745,0.003669907,0.014906228000643387,0.4099244084719333,0.18198802125680538,0.3682900741950956,0.12540337620035458,0.2456395840557236,0.12797801649458262,0.2062254853797194,0.1927072551199015,0.12392233715138101,0.12426721860937387,0.19032183562299756,0.49476705764164597,0.039926549296285765,0.047645965,0.24151729740786965,0.38875693640038195,0.5589342133354646,0.4149304865865049,0.010530784334565078,0.41666681056177846,0.1890634991743717,0.3724654621529394,0.3487586887669071,0.015159819,0.038383428107229896,-0.057509871,0.016058456899299516,-0.000565518,0.011022434954418433,0.058339332189734666,0.005206953,0.017856145,0.078589328,0.26870320421979316,0.053894162,0.6067364652454845,0.038778005,0.017743642,0.30253532782576414,0.008650319,0.13332143805712693,0.11296975885302894,0.020175444904905773,-0.076328263,0.002317641,0.2934950602589286,0.015009831894083248,-0.018938282,0.035965518304640995,0.21947606906808415,-0.073690312,0.20118774427218059,0.003616951,0.005974578,0.003114662,0.004023857,0,3.688450089810607e-05,0.003019982,0.000767892,0.051943867,0.090419967,0.20302280254908658,0.49389864457831323,0.13423033767496437,0.2298910337769684,0.22374788509643043,0.1538288795632687,0.6329333563719596,0.3619009173267076,0.019301624,0.3066389447745521,0.171567153,0.33024200292258576,0.008460032,0.001071004,0.30220120767067954,0.40815522377254465,0.32833368465716034,0.3362882239212581,0.000257077,0.2850021504837924,0.004511313,0.018887828,-0.044054437,0.23050530325236945,0.012533853679027866,0.018676786437743027,0.44490714260794095,0.12398296869446142,0.2549782675157104,0.5059962923239157,0.2535524602788628,0.14794468141970304,0.22761731750855904,0.058943977,0.19807740827312806,0.48876038870000427,0.6844081745605937,-0.076250993,0.031022252195044904,0.06275526,0.19686641009600753,0.010108323493974216,0.5502058593395951,0.00057271,0.19415945570729953,0.006228914,0.000920368,0.35046971708257646,0.001871786,0.001443788,0.002636982,0.027145872223198652
SpentMed-Labrenzia-13C1_3,0.8556749380741092,0.004246979,0.007633345,0.004056298,0.003412071,0.00315973,0.011397048688501334,0.19719974722930023,0.50690639,0.5534946138967523,0.8199123872760438,0.8161767758854465,0.641490022,0.034559309,0.001126727,0.008844132,0,0.4988824204248644,0.3983525365382999,0.5551361578648963,0.036657943184481116,1,0.19878287241500434,0.461927174,0.5505890102392959,0.23779710528129175,0.5914006308167612,0.5706253541844136,0.5576660678482814,0.6972191464428064,0.20802473411685396,0.8981024996949492,0.16948735899749925,0.8466927885907519,0.5283150042867262,0.24263591593395217,0.30974024877990425,0.8827256347515048,0.2546271835702918,0.018497544775714057,0.6484611616452322,0.7003087383311539,0.6078025929847984,0.5890990005915578,0.48804483993665976,0.8335366012186525,0.012046008345832752,0.15280619160542017,0.7736396183982334,0.45090328597759965,0.39490472796413256,0.41676184448416254,0.8244527211819642,0.7785678091667435,0.7477695343034252,0.7042569426726498,0.8506615158656378,0.6821864267828006,0.8836292179802725,1,0.22471035406926113,0.5856284154252704,0.7233912291055485,0.7290848340217614,0.6439065923057954,0.6377051902489159,0.013576061456717008,0.5548715154434642,0.3621049025815281,0.18890409354098886,0.6198506014769788,0.11201287053553699,0.21202274573517466,0.2134635507499128,0.16819059583039786,0.2190340947790229,0.12354984381705274,0.9201022282513227,0.11669202052485719,0.3443177905374228,0.5698066986582471,0.5627130483795576,0.6417593214000685,0.5995480356310163,0.3072799676955942,0.7588791171902479,0.6573447949665362,0.013950963985093998,0.7533745932413247,0.5556188219988485,0.017699858,0.065504092,0.002976849,0.607279452,0.044904539,0.002651552,0.4569352606548023,0.4991885243163106,0.17594478955206078,0.5987214234811625,0,0.013231562485229513,0.004386912,0.004164121,0,0.001111784,0.008926276,0.32491603401029584,0.7428068828867368,0.8040431274244031,0.6705573739656656,0.7228915662650602,0.14370335072450968,0.6204078364498343,0.828449068,0.5692678595402525,0.647005492,0.6613328037547034,0.088810003,0.8675853144798907,0.38853374948909486,0.6526373931161991,0.003624566,0.039301972,0.6764698445480537,0.42461896355459294,0.7462270890451531,0.7384198746732563,0.000224326,0.9096810111583875,0.1275587008910996,0.10306522112926593,0.14850575356548823,0.8125825388737629,0.084624238,0.020295995376283252,0.8406674529169498,0.7223912633542758,0.6619721615402305,0.602812379,0.6405057148669154,0.8332680735136033,0.7101682302800512,0.5443199243771244,0.7446641124486516,0.4641663641486416,0.4889556830371483,0.1633571617685994,0.3171876699220964,0.5549663054629072,0.7029543878957412,0.08244619,0.967312462,0.005791432,0.7701679535823137,0.034089312,0.004131102,0.887934741,0.000523364,0.001719166,0.005932902,0.13952417801931521
SpentMed-Labrenzia-13C1_4,0.4506703683753494,0.005120985,0.007437458,0.005159912,0.005629236,0.004798052,0.003225788,0.09309193,0.3414566219468904,0.564641082,0.42564229251360886,0.066427618,0.085838938,0.02237303,0.000497704,0.007869119,0,0.7951299315816968,0.13974187107342176,0.5033656612240807,0.025042843469373643,0.7671441630071987,0.095405945,0.5419183021741673,0.32667195569185725,0.081806389,0.5622841387852507,0.35916549513376117,0.8742001648379828,0.5243626694032013,0.3189518308744965,0.6680784137920307,0.3058419629660238,0.4682739973629433,0.4526334674639574,0.6011358967522077,0.8772019109561872,0.4355651582279984,0.26993798223073856,0.010873201267764173,0.3341115556823895,0.32043147355487683,0.8269912248304819,0.6480131535034157,0.2283401959571191,0.1840091224637563,0.005401692,0.28347963347271427,0.44264859986672705,0.1431952771495969,0.22472137779737084,0.22793195523370524,0.228303601,0.075577462,0.2327259915195206,0.2128250316386976,0.080885323,0.085117459,0.37419073406534836,0.47060052444363015,0.10312836587838471,0.393568012,0.26929178981141977,0.4707389957669372,0.7250493952966542,0.5311207194717228,0.00412769,0.5659836110221653,0.23607976274301423,0.7089318876237674,0.4269703178838606,0.004614954,0.33184402924451667,0.129752354,0.2664735513662874,0.22445746912083522,0.2452199001799441,0.74228788,0.21700737942176934,0.5514664872572627,0.3987210209998071,0.33924924297905856,0.1844664340596447,0.6913495180925231,0.20879688456482418,0.2524462351382044,0.5035676222191852,0.002952484,0.2505715477688577,0.1650180862425886,0.022533263,-0.084226319,0.003164941,0.2674885059007761,0.017754148968833434,-0.01071818,0.066072262,0.37201494308071203,0.069530457,0.320852884,0,0.009889529,0.004289238,0.003753918,0,-7.39E-05,0.002754427,0.21422562496516578,0.2837097387583175,0.4761029246276402,0.2717584056083133,0.3209355421686747,0.023342936056738088,0.33133915665991115,0.31927056015397853,0.2799472344541423,0.6023412805692874,0.4699009420185041,0.1785975594444678,0.3347244508647175,0.15818597532229967,0.33059910812148285,0.013186801459129226,0.010553340109981513,0.4049087864727433,0.2584567745583614,0.5631351076756883,0.33660554185601044,-0.000415092,0.3495096763315403,0.1715547978467409,0.18747299323531996,0.078904578,0.33662513552685613,0.183715845,0.019299264,0.40985552160136174,0.43687080843471626,0.4475883473531933,0.6983733349850364,0.3625879176329497,0.2956178515673909,0.4248945800179495,0.19624456769851867,0.3101825073371063,0.5845981540351078,0.6847259161212733,0.066719619,0.087354358,0.083193048,0.33135527339109844,0.16458766444926168,0.8061319326513652,0.002220782,0.290331494,0.015107679589835778,0.005697089,0.3935242159443105,0.000322687,0.000250841,0.002453896,0.0590082
SpentMed-Marinobacter-M3-2_5,0.4280305202825891,0.003628238,0.00674244,0.003557488,0.006002953,0.00135503,0.012478065,0.4445406889579224,0.4160762477526385,0.44915777326715106,0.31421967118556166,0.002101899,0.024182949335348584,0.5418815480075159,0.001907113,0.5838466745676638,0,0.5450325100681307,0.2061941212494294,0.3869545498122342,0.14423403200179513,0.4373515052721915,0.2102682561183351,1,0.4165541536439981,0.092114672,0.4731665620493907,0.11317270901014743,0.9113560801073162,0.5623488137863556,0.6118378310683659,0.5268501016926358,0.5995951317951761,0.43914369090220945,0.17837150700856216,0.25359103730554333,0.8852844124533487,0.28920386064008097,0.22955744005105794,0.023994336,0.17131703318374106,0.3142602707269534,0.740007695,0.45292679156657534,0.29668564414725684,0.032107537086425574,0,0.5786478696702964,0.29191392116908993,0.16903135321777757,0.3211376266476658,0.3145117522642866,0.069232297,0.014452395085296577,0.072352108,0.06529138,0.03132921,0.027698207,0.2319998871505197,0.39374914063331534,0.090446096,0.3706440748758876,0.32915021178624776,0.5507029675332745,0.7905146598070643,0.5432484459072259,0.5094291747573906,0.45085642134081005,0.3109736153775344,0.7932741035750673,0.5668130794452184,0.029492584,0.6202274573517466,0.3215905127310778,0.5828967252867124,0.44681581713514124,0.5571089088997718,0.8616384779930003,0.576329872,0.29114656040893605,0.2974230057943146,0.3738261698040119,0.2023183325741074,0.6153997867577098,0.2440829120420989,0.2949859834675424,0.44810835706650337,0.001541011,0.2642237648113727,0.13532397009506814,0.052694428719712146,0.1663564367208734,0,0.2333710258070776,0.013283312407568021,-0.007750259,0.029977061,0.4313368000216664,0.270862072,0.518421618,0,0.44118756334854864,0.003093759,0.002534899,0,0.16310716267595587,0.025194621,0.12182576260069085,0.4039408812422242,0.5690348212204622,0.26308886281793614,0.34545704819277107,0.27547731253913293,0.23762151104517282,0.26193656457473735,0.22134083760728065,0.4262612947209871,0.577461918,0.4424952242904697,0.21945221719946229,0.2267047624571474,0.2863609364978452,0.002480063,0.020973805,0.27311517397685864,0.2736803735523057,0.4959312526741303,0.3917308882015375,0.31805920835541035,0.28903300616204436,0.4827295766627106,0.46243553645145313,0.306184259,0.289045537,0.4385229946244691,0.0411335,0.28629234083486266,0.4540780716075081,0.2052089886881384,0.848840718,0.353531254,0.1598505906636575,0.3315191234568687,0.18681496174802498,0.26713624545362885,0.7658027581276905,0.8377553764486712,0.27654222928249933,0.5488489733840374,0.272989247,0.3492537652387378,0.416172391,0.4736828271687546,0.19349320277028245,0.17916826324168922,0.038992419196502155,0.2099808149109003,0.27391279950724495,0.6761102630719421,0.3494648044083375,0.4896265820259029,0.032064960529148145
SpentMed-Marinobacter-M3-2_4,0.4009410398415543,0.002953122,0.006516637,0.004580875,0.004162771,0.002592184,0.014682719129799807,0.092268537,0.27248861549144704,0.3965499913260574,0.295850885,0.017418741,0.070002013,0.5107320996249863,0.000450037,0.6520081733745585,0,0.5653177235607071,0.17555053752205804,0.29826302205566046,0.1972819964472235,0.4541972101389627,0.25887478401437175,0.7425444519049567,0.560050294,0.093399447,0.43565023257705104,0.081247786,0.8052010679753497,0.48637009865091024,0.3612967947579475,0.46049506796569845,0.3569477089790291,0.44818511759535645,0.667811535,0.3763251242797943,0.6810099649473711,0.2859815037095563,0.2861115336743585,0.021619776,0.12409558539465931,0.2754515128528551,0.6207875112960989,0.4578267983269037,0.27287303426206894,0.18940741299459427,0,0.3218896451048828,0.29459118060768036,0.21203989504720983,0.27219788615605156,0.2059320384084445,0.22028170686892387,0.023240593033124025,0.21826644168424433,0.17005639236160627,0.077101773,0.072626742,0.23510360337675948,0.33947547340750855,0.08521458,0.34163356503033937,0.2920486760852963,0.7803257431880154,0.6277488244506007,0.4740424785979522,0.6264383155224985,0.3984108675353184,0.3041562142416502,0.3833678895115531,0.8762403992250478,0.016968429418793892,0.3643379366368806,0.14893617021276595,0.2664735513662874,0.25428602800080313,0.27700544463668036,0.7589031694015818,0.23435943476176538,0.31039067782941504,0.346129201,0.3479186300116927,0.14913744230059162,0.5864496322144719,0.1839176268064414,0.2836043065954728,0.2870051851859526,0.001989934,0.20982475230352568,0.12413687088224823,0.044389519828904725,0.3376231193860823,0,0.28064651193658524,0.015112272,-0.016352743,0.059792024,0.17526990818355898,0.085237643,0.18909734276999493,0,0.4872277207967015,0.003477948,0.002384976,0,0.20231900913692177,0.027676778,0.24314518072288324,0.47050588162615575,0.6129784907515767,0.23725583603602354,0.28792566265060243,0.44880759242641705,0.283056746,0.2504152458820296,0.2409951610121994,0.5648195409417878,0.6421710596627382,0.19511815946604721,0.3407001290362247,0.1545166448133451,0.3172968629035672,0.003051204,0.017992590825161605,0.2792722610595485,0.28425762816991484,0.5124686938797065,0.3351258244365137,0.34999050117629604,0.4155940568582733,0.19904861269267532,0.19868745188783052,0.09454994,0.31187107266178205,0.21003600136535153,0.042178679,0.28179469942855523,0.4602200010498153,0.3335864842473324,0.8307195912630867,0.3560672647528223,0.17206070560412629,0.3479506286820242,0.17499624085968693,0.2790980466872599,0.822574221,0.8109268115390318,0.085914747,0.6294702157616726,0.11591214157902696,0.35494100863485234,0.2026380648928504,0.31698578705896213,0.16572227892448066,0.2189986982847718,0.050521952,0.3512002720078189,0.20238486506537323,0.47510225686922075,0.3404638441728758,0.3590755670365237,0.041438261028146996
SpentMed-Marinobacter-M3-2_3,0.6624996750589751,0.003562745,0.005677367,0.000985555,0.005066823,0.003749567,0.004336398,0.32619734715059884,0.7978557303905417,0.7776826751378872,0.8250793110147103,0.027775005096278133,0.066443432,0.743455484,0.002285135,0.8567898189323447,0,0.6717768701917464,0.5307250241977542,0.4541077951189199,0.3915725786378206,0.4380711956908469,0.6869680660716193,0.833952369,0.6672781795104962,0.3193347551216029,0.5780519315043012,0.20686416401282842,0.5181702595036979,1,0.2695493730104704,0.842109546,0.21794094092965355,0.8522754256268088,0.6239155095663147,0.3941668844679666,0.4148295103747681,0.7094444395645197,0.266138798,0.044652222,0.38254983000996656,0.9510137076225242,0.4083991495885311,0.7281781672348522,0.5470841555885565,0.13979226320850158,0,0.19626618543411098,0.746762715,0.1056905814926852,0.6678416672438581,0.46097786,0.141368356,0.032097264,0.15253640729331214,0.11508055030160712,0.044877001580347194,0.04872641,0.5195859279265257,0.6795761930976767,0.14962162645384025,1,1,0.8199088027027776,0.6783007758422372,1,0.9394824199586911,0.7783682414893595,0.40457242135554616,0.14301397293751872,0.841234349,0.031073934620753016,0.2952883834281072,0.26578304848273454,0.2616792608523416,0.2922496483934895,0.16425995473799618,1,0.1484701135013856,0.4895118654770396,0.7318327129274941,0.6750564169682554,0.5664655193077052,0.7096944616531621,0.4373357373485479,0.810066108,0.6717884316924329,0.014772336546252804,0.8621736133049936,0.7177286052716013,0.051437074,0.5903342972716554,0.002238269,0.5756182677724194,0.046055670816928705,0.013670562549901975,0.4552583902968695,0.3994947679359051,0.19799226866390315,0.40547810547019175,0,0.4974146052274646,0.00479324,0.00402886,0,1,0.074575683,0.39559017737462676,1,1,0.6792269167560429,0.6987951807228916,0.8924603495959993,0.6455469522550221,0.7086527558951355,0.6516137099222631,0.723773849,0.9412172893501216,0.12259967417470234,0.8094246073444317,0.6018442813487104,0.603041997,0.003682015,0.048676594530303756,0.459245224,0.47760645049126993,0.8482872175742303,0.824460071,0.8323713114857044,0.8743705902682153,0.17014323820909805,0.1368513396506005,0.16922181340421885,0.6875504802276833,0.11267335044429978,0.041521129,0.7088462714498719,1,0.7660775714432139,0.8659382570970907,0.7506771241002955,0.4611935118988555,0.7421803241423871,0.5234970316081271,0.6100510028672314,0.6433612830754696,0.8351380874876819,0.20373312152501985,1,0.4660788857916959,0.5276583209986655,0.11332007736268639,0.4165020778316646,0.37417431396479534,0.4369869425829266,0.091647263,0.7781738590844591,0.42356831162462216,0.840313069,0.7612616289506945,0.7210424083853596,0.12155241681938449
SpentMed-Marinobacter-M3-2_1,0.5274192667332676,0.002992673,0.004778184,0.003494832,0.003671405,0.002035432,0.014524664,0.04697242,0.4720315178335133,0.40327946528689856,0.31667840063656105,0.018302650104405162,0.078261802,0.5468556324481598,0.006068489,0.6839514850518857,0,0.6417139276146456,0.3752441256281588,0.2945176546444803,0.22690639326596282,0.3399125722355673,0.2849319671928118,0.7891981308239734,0.4859369029403875,0.13166866518013004,0.8459426860184176,0.19624930396942833,0.7962472738579766,0.5114676653942769,0.073977958,0.512568425,0.068996171,0.4460687839028085,0.040712113,0.20734167427262284,0.9735814158426626,0.3077091631931693,0.005812065,0.025087444897622716,0.11352212120581995,0.41036192,1,0.1795676836676342,0.47657588434608933,0.20327124429372037,0,0.051638359,0.34180068467457525,0.2160421318556126,0.6380012541507182,0.19093503768416428,0.23149360195764024,0.025178858710397583,0.23145596799208587,0.18361135815383112,0.072475864,0.071919252,0.27545938974493434,0.35555133526658034,0.09866664,0.086507935,0.39336340412324755,0.6519873359860752,0.7132979067658801,0.44905373169973145,0.6262092830582491,0.4051195896230723,0.2382539717497733,0.3290078474550858,0.7871796933574398,0.022038025280058757,0.088139724,-0.021974189,0.050998695,0.036847602,0.039867155,0.26553440734980627,0.031173241,0.094479819,0.265613579,0.59344706,0.16081962392818705,0.6694265722998336,0.20311399619000758,0.2525654887610425,0.27170295521556864,0.006425355,0.20599954178414226,0.10625385131042848,0.04730567,0.34389127844733386,0.001957712,0.2777957806206941,0.012362985533037546,-0.0217139,0.079651849,0.1901245322754696,-0.048249725,0.2330396812610924,0.00891969,0.721287317,0.003220862,0.002966588,0,0.21016137842911495,0.02899269,0.000799027,0.38173742897289303,0.5216755266839477,0.23550614891006963,0.47145015060240963,0.5179193026284789,0.22169971187720278,0.26971011823597707,0.22969276548227607,0.3455728530055221,0.590004146,0.046686133322263054,0.23229278372867612,0.2830102195348169,0.310483656,0.002438517,0.017950003,0.2676002622002126,0.22931915222017457,0.5889742032312693,0.5123023242950444,0.33042003705371376,0.3559953793191599,0.031104640656642618,0.047255555,-0.026359842,0.2568132916792281,0.041910452,0.045437897,0.40926729914721394,0.36383690274271724,0.14787446870570942,0.8493532567888153,0.36236196622702604,0.15033193346852064,0.411725821,0.17425730748849705,0.23293816374113055,0.8359457432531298,0.9434596380000537,-0.051760657,0.5122034152488032,0.093861453,0.3561206609057659,0.032642939405284205,0.2125566743721672,0.21136696933139365,0.18283105132766458,0.023822171718813467,0.2981886346296901,0.23684698415098793,0.36918245107240777,0.34583978077336847,0.339354549,0.045069485
SpentMed-Marinobacter-M3-2_2,0.782104226,0.002875533,0.00532119,0.003568095,0.003943021,0.002754099,0.022494721,0.38498518074018373,0.6365780156956136,0.49918028579330304,0.6639404768255321,0.054286496,0.22752385134557684,0.7341903146470287,0.003337981,0.8457247322011439,0,0.4151771620474213,0.4231169513808747,0.27202288630431054,0.38373372152650687,0.4393741233902354,0.7414484870374061,0.6055126547217095,0.7240458834802693,0.27298090942999936,0.47770627391383025,0.18525376439487115,0.3491101024531778,0.7033983475358103,0.467159204,0.6846676152420413,0.40620725880442465,0.8673432125054618,0.8004637311959879,1,0.32910354868265496,0.5575373178694536,0.18311179355618987,0.033423987675526824,0.29325180661369327,0.6796092285919564,0.5964308033733079,0.5649105988043202,0.3866702908068895,0.4434037673082332,0,0.40159402002923805,0.5643824937030855,0.4158976522125945,0.5456217430663709,0.5796822514906548,0.4936469450848941,0.080328074,0.4742953657069986,0.41650447747285807,0.29638240721315023,0.23671377073994437,0.44999909759058526,0.551445902,0.2649337569436186,0.5054862761591841,0.5669413933575989,0.7565679058390754,0.6631353989024599,0.6353891567098071,0.9888622694375455,0.5007246780012743,0.5634611790153075,0.10273477535864736,0.9862099421890635,0.023297434640507986,0.45877335499593824,0.4768050226717824,0.38393366895796033,0.4983378733823584,0.3759637614274924,0.7315763371953521,0.3981511372682475,0.36880176868440484,0.5366247645111257,0.44841224439271055,0.4358101428275398,0.5982127981018184,0.2696677810948826,0.5789452606853621,0.5829268863438275,0.011543814477536994,0.778367521,0.4590107726319768,0.031116672894548367,0.6847684237278319,0.002320185,0.5200117025952602,0.046747119609150525,-0.001742854,0.36297378757876514,0.4127717556760305,0.41273319041347545,0.4014402804177733,0,0.4258596063207385,0.003243496,0.005083378,0,0.9271779994296347,0.075759238,0.36975151719927396,0.7729628905532518,0.9634668807268668,0.5361794607148186,0.6566265060240963,0.9044086076515713,0.4940670699514038,0.6234086060858931,0.575602156,0.725655636,0.9341844434467783,0.22560558191409874,0.7866851186910714,0.6446732786963226,0.5317403212179161,0.003796901,0.033090857019792246,0.49173216622149707,0.6985439416456001,0.6839029537912823,0.7895618446169211,0.7958867189864011,0.8224995021878416,0.34003428746621694,0.25742961665478953,0.3644755643842297,0.6090389875470199,0.21088390110988142,0.037058323452411814,0.5997152588458621,0.7852276086403097,0.6567191284777975,0.7209278796765528,0.5609503081462085,0.4082121498279687,0.6221501268462042,0.4690075981619501,0.5903282430067105,0.6271453082270564,0.6803520132743879,0.39899391051098754,0.9562741822111586,0.597464787,0.4799058363930021,0.1935410834227136,0.4718851376864709,0.41387870924190195,0.41979024832321893,0.078352571,0.6839721094660274,0.6397436036952598,0.8792491635611334,0.7056532451069499,0.6879261546443668,0.11650068822224435
SpentMed-Devosia-B7WZ_5,0.4250047985070904,0.000120925,-6.61E-05,6.424158983025911e-06,-0.000402559,-0.000660323,0.001536089,0.072204977,0.25190080023336126,0.5826735068697291,0.36914704778933766,0.063734498,0.074110216,0.000538802,0.000426929,0,0,0.6496121308203248,0.1685855397707728,0.47684756625033065,0.0230016,0.446000672,0.093290768,-0.001654632,0.4023622276515548,0.083579377,0.5239458842464804,0.29653441202848274,0.9186105498399912,0.521592163,0.3648255417482351,0.3981967766611115,0.34765751522694077,0.43584844382398025,0.5024251296534479,-0.002281599,0.6133138794221481,0.3897661651445787,0.23099792907296304,0.33326670093498273,0.073583382,0.3194112223753878,0.5041548553506913,0.5186924870760435,0.24731192598077056,0.13168617907753882,0,0.31554002777597906,0.3466671190594228,0.11868539030153223,0.2302226806216027,0.22451346536392006,0.12350769378936914,0.069737065,0.14082930046858202,0.1581998722066737,0.072010648,0.083693292,0.32537861625114867,0.4748110247924455,0.089895962,0.39632768287085024,0.34868582013782096,0.6406384416199085,0,0.5280240655939927,0.002355271,0.5839604286219833,0.2948533306086071,0.6860773751406973,-0.103205496,0.099796249,0.3785540211210398,0.1594000697593303,0.29523929444996244,0.26784446385533395,0.2845740425180306,0.634716391,0.26078620852252316,0.37138521213732323,0.3691867165039468,0.3156587055230752,0.1953261839325837,0.5249754682988994,0.45171141687718636,0.3125771984052308,0.4476327732320127,0.009679705,0.2710618036078548,0.002776571,0.5764804177276912,-0.117486517,0.002062129,0.26857919534515645,0.035950996,-0.006949399,0.04626431,0.3335325144431063,0.094550002,0.24261163368235517,0,0.44670008445342746,1.736838212047062e-05,9.81445650080429e-05,0,0.018377520176079156,0.052287762,0.000750119,0.2691375828033385,0.002438079,0.297767034,0.2989586445783132,0.4569651088433856,0.2928560235347669,0.3463429173735974,0.2578831864237177,0.5300203618483442,0.373104693,0.19723225911059866,0.3460367922199684,0.32810747880873975,0.31013182525206123,0.002004332,0.40479472431274344,0.397094398,0.26859151796705466,0.5702436844134109,0.3920004799806051,0.3048790969466215,0.326220223,0.20832687443916514,0.2038369114755952,0.10577055885910804,0.3452912942546144,0.2202452126817031,0.46978036295942843,0.014591818995977668,0.27517368,0.389527292,0,0.34389261846209973,0.3299315937429589,0.34571469842916563,0.000271869,0.32630468722502165,-0.025963004,0,0.091209955,0.10691116355501463,0.031655275553933875,0.3581195231793382,0.20678046561052654,0.8041011450293775,0.43978734329091684,0.41582393590264294,0.49023220375541515,0.17217823376705269,0.29504917577623757,0.5821616048853903,0.33844992191729484,0.29876044158300985,0.17377868497417814
SpentMed-Devosia-B7WZ_2,0.5460405862275042,0.000155813,0.000184561,-1.59E-05,5.135885666251333e-05,-0.000660323,-0.00239855,0.084140312,0.33649575339282733,0.7871175799347314,0.38675536248768483,0.016480532212669943,0.032789733,0.000746278,0.000964204,0,0,0.659698867,0.20649633317759908,0.5287361154810705,0.023791392,0.42621888944876335,0.084882068,-0.001654632,0.4559761702896739,0.084969501,0.5492986844841476,0.3443254158881747,0.9920442853783542,0.4962016710299615,0.1459143232228498,0.37786666202783514,0.13169699444034896,0.43009174504807607,0.6469012209417138,0.000482624,0.860215994,0.44836591175446605,0.30156562894107475,0.330662274,0.084240338,0.3450073165792453,0.7099098694828041,0.4873975617131658,0.2811058064259104,0.063206154,0.003356195,0.1065890434764004,0.46483529691419956,0.063455648,0.2815608603306762,0.2230849320655728,0.071684206,0.032059322,0.063713225,0.050081022,0.035769443,0.040439604,0.30045517380754144,0.5187933678067096,0.092755793,0.43261795523181157,0.32429019383706364,0.5970779302025807,0,0.4920551308630719,0.004279635,0.7877740515979598,0.2546605560857457,0.5389938438543358,-0.103205496,0.1459674694842119,0.16125101543460602,0.021625392396232995,0.12504198120488536,0.091628564,0.082516124,0.6746008268416374,0.073994281,0.28703951111261816,0.39926724143659464,0.38544660103617634,0.21986120310046298,0.7685132319756256,0.45688870595851494,0.22676175718811065,0.22925332128236756,0.006983048,0.2724206632296546,0.00428732,0.5702902948255822,-0.067021804,0.002057492,0.2483811418020524,0.042513782,-0.020787151,0.092143171,0.3520491215860007,-0.026142077,0.3415023487678971,0,0.4737047256898121,-5.66E-06,-0.00046697,0,0.019968714498695746,0.062364409,0.001056261,0.2600463338629946,0.003077051,0.2717584056083133,0.31882990963855423,0.4532104854367117,0.26877702247872015,0.3254633275705122,0.2571380673279437,0.5542876205418007,0.47812829632430504,0.072758026,0.37394736965707026,0.24696429073244983,0.2919380384254703,0.002820862,0.31128717874456435,0.38985522131881034,0.2912007247054496,0.5317048985400737,0.3377146962568626,0.2949308853205667,0.288497571,0.061713306378169415,0.075203291,-0.004836871,0.32548161650123025,0.071568303,0.42076791526402274,0.011505334915379244,0.2697139287417719,0.37637574820180947,0,0.3246706423494365,0.2834385341179916,0.35129496433143287,0.000494746,0.2968626118946699,-0.025963004,0,-0.027932221,0.14303040940398515,0.037695538,0.3397843388767762,0.062852582,0.7227104081493704,0.4363760769978306,0.2998033057703526,0.425763699,0.16541127917901877,0.3190320243986362,0.33166994304567254,0.3280029063722848,0.28541658640897527,0.19168057696808294
